# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: one row per recovered offset; kind r/w/rw, !union = >1 width seen
class,offset,width,n_methods,kind
type_record_teleport,0x8,4,1,r
type_record_teleport,0x12,4,1,r
type_resource_quest,0x0,4,3,r
type_resource_quest,0x4,1,4,rw
type_resource_quest,0xc,4,1,r
type_resource_quest,0x10,4,2,r
type_resource_quest,0x1c,4,1,r
type_resource_quest,0x20,4,2,r
type_resource_quest,0x2c,4,1,r
type_resource_quest,0x30,4,2,r
type_resource_quest,0x38,4,4,rw!union
type_resource_quest,0x3c,4,3,rw
type_resource_quest,0x40,4,6,r
type_school_artifact,0x4,4,1,r
type_school_artifact,0x8,4,1,r
type_scouting_artifact,0x4,4,1,r
type_shooter_bonus_artifact,0x4,4,1,r
type_skill_quest,0x0,4,3,r
type_skill_quest,0x4,1,5,rw
type_skill_quest,0xc,4,1,r
type_skill_quest,0x10,4,2,r
type_skill_quest,0x1c,4,1,r
type_skill_quest,0x20,4,2,r
type_skill_quest,0x2c,4,1,r
type_skill_quest,0x30,4,2,r
type_skill_quest,0x38,4,5,rw!union
type_skill_quest,0x3c,4,3,rw
type_skill_quest,0x40,1,3,r
type_spell_artifact,0x4,4,1,r
type_spell_choice,0x0,4,2,w
type_spell_choice,0x4,4,2,w
type_spell_choice,0x8,4,2,w
type_spell_choice,0xc,4,2,w
type_spell_choice,0x10,1,2,w
type_spell_choice,0x14,4,2,w
type_spell_choice,0x18,4,2,w
type_spell_choice,0x1c,4,2,w
type_spell_choice,0x20,1,2,w
type_spellcaster_artifact,0x4,4,1,r
type_spellvalue,0x0,4,6,rw
type_spellvalue,0x4,4,4,rw
type_spellvalue,0x8,4,5,rw
type_spellvalue,0xc,4,3,rw
type_spellvalue,0x10,4,3,rw
type_spellvalue,0x14,1,1,w
type_spellvalue,0x18,4,3,rw
type_spellvalue,0x1c,4,3,rw
type_spellvalue,0x20,4,1,w
type_text_scroller,0x0,4,3,rw
type_text_scroller,0x4,4,3,rw
type_text_scroller,0x8,4,1,w
type_text_scroller,0xc,4,1,w
type_text_scroller,0x10,2,2,rw
type_text_scroller,0x12,2,2,rw
type_text_scroller,0x14,2,1,w
type_text_scroller,0x16,2,2,rw!union
type_text_scroller,0x17,1,1,rw
type_text_scroller,0x18,2,2,rw
type_text_scroller,0x1a,2,2,rw
type_text_scroller,0x1c,2,2,rw
type_text_scroller,0x1e,2,2,rw
type_text_scroller,0x20,4,2,rw
type_text_scroller,0x24,4,2,rw
type_text_scroller,0x28,1,2,rw
type_text_scroller,0x2c,4,2,rw
type_text_scroller,0x30,4,1,rw
type_text_scroller,0x34,1,1,w
type_text_scroller,0x38,4,4,rw
type_text_scroller,0x3c,4,4,rw
type_text_scroller,0x40,4,2,w
type_text_scroller,0x44,1,1,w
type_text_scroller,0x48,4,4,rw
type_text_scroller,0x4c,4,4,rw
type_text_scroller,0x50,4,2,w
type_text_scroller,0x54,4,4,rw
type_text_scroller,0x58,4,3,rw
type_text_slider,0x3c,4,1,r
type_undead_king_cloak_artifact,0x4,4,1,r
widget,0x0,4,7,rw
widget,0x4,4,9,rw
widget,0x8,4,2,w
widget,0xc,4,2,w
widget,0x10,2,6,rw
widget,0x12,2,3,w
widget,0x14,2,2,w
widget,0x16,2,3,rw!union
widget,0x17,1,1,rw
widget,0x18,2,4,rw
widget,0x1a,2,4,rw
widget,0x1c,2,4,rw
widget,0x1e,2,4,rw
widget,0x20,4,4,rw
widget,0x24,4,4,rw
widget,0x28,1,4,rw
widget,0x2c,4,2,rw
