# generator: homm3.analysis.dc_bracket
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a `forced`
# row is a link-order proof proposal; it becomes
# evidence only when a supervised review promotes it
# into a VA() claim.
unit	dc_offset	dc_size	proposed_rva	proposed_size	grade	name	detail
hero	0xcaac8	58		0	ambiguous	type_obscuring_object::get_obscured_mine	gap 1 dc vs 0 retail [0xd7470..0xd7490]
hero	0xcbe80	570		0	ambiguous	hero::initialize	gap 2 dc vs 5 retail [0xd85f0..0xd9070]
hero	0xcc0bc	38		0	ambiguous	hero::belongs_to_human	gap 2 dc vs 5 retail [0xd85f0..0xd9070]
hero	0xcc2a8	86	0xd9260	104	forced	hero::DestroySiegeWeaponArtifact	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc300	72	0xd92d0	89	forced	hero::UseSpell	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc348	24	0xd9330	26	forced	hero::AddSpell	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc360	44	0xd9350	626	forced	mark_spells	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc38c	270	0xd95d0	530	forced	hero::update_spell_list	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc49c	68	0xd97f0	416	forced	THeroScreenWindow::HeroMessageUpdate	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc4e0	96	0xd9990	101	forced	hero::HeroScreenUpdate	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc540	456	0xd9a00	296	forced	hero::UpdateArmies	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc708	84	0xd9b30	397	forced	hero::ViewStat	gap of 10 [0xd91f0..0xd9ec0]
hero	0xcc75c	162	0xd9cc0	512	forced	hero::ViewArtifact	gap of 10 [0xd91f0..0xd9ec0]
hero	0xccc8c	272		0	ambiguous	hero::GetLevel	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xccd9c	458		0	ambiguous	hero::ApplyBattleWinTemps	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xccf68	16		0	ambiguous	hero::ApplyBattleLossTemps	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xccf78	516		0	ambiguous	get_skill_award	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd17c	1296		0	ambiguous	hero::CheckLevel	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd68c	92		0	ambiguous	update_artifact_slot	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd6e8	88		0	ambiguous	THeroScreenWindow::update_slot	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd740	42		0	ambiguous	THeroScreenWindow::update_all_slots	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd76c	34		0	ambiguous	UpdateBackpackItem	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd790	220		0	ambiguous	UpdateBackpack	gap 10 dc vs 7 retail [0xda420..0xdb350]
hero	0xcd8b8	266		0	ambiguous	type_artifact::get_description	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcd9c4	1388		0	ambiguous	THeroScreenWindow::UpdateHeroScreenStatusBar	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcdf30	526		0	ambiguous	handle_artifact_click	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xce140	40		0	ambiguous	hero::get_last_backpack_index	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xce168	98		0	ambiguous	hero::rotate_backpack_left	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xce1cc	148		0	ambiguous	hero::rotate_backpack_right	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xce260	1000		0	ambiguous	hero::get_morale_description	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xce648	1010		0	ambiguous	hero::get_luck_description	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcea3c	420		0	ambiguous	handle_backpack_click	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcebe0	60		0	ambiguous	THeroScreenWindow::ExitDialog	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcec1c	1934		0	ambiguous	THeroScreenWindow::ShowWidgets	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcf3ac	416		0	ambiguous	THeroScreenWindow::show_skills	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xcf54c	3128		0	ambiguous	THeroScreenWindow::WindowHandler	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd0184	10852		0	ambiguous	THeroScreenWindow::THeroScreenWindow	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd2be8	152		0	ambiguous	THeroScreenWindow::~THeroScreenWindow	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd2c80	162		0	ambiguous	THeroScreenWindow::UpdateHeroLocator	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd2d24	50		0	ambiguous	THeroScreenWindow::UpdateHeroLocators	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd2d58	296		0	ambiguous	hero::UpdateStats	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd2e80	560		0	ambiguous	HeroView	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd30b0	1584		0	ambiguous	THeroScreenWindow::SetupHeroView	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd36e0	80		0	ambiguous	hero::SetSS	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd3730	142		0	ambiguous	hero::TakeSS	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd37c0	112		0	ambiguous	hero::GiveSS	gap 23 dc vs 24 retail [0xdb350..0xe2340]
hero	0xd3874	58	0xe2370	38	forced	hero::UpgradeCreatures	gap of 1 [0xe2340..0xe23a0]
hero	0xd38d8	18		0	ambiguous	hero::HasSecondarySkill	gap 1 dc vs 0 retail [0xe23a0..0xe23d0]
hero	0xd39d8	246		0	ambiguous	hero::equip_artifact	gap 1 dc vs 4 retail [0xe23d0..0xe2bd0]
hero	0xd3c64	152	0xe2ed0	178	forced	hero::get_backpack_error	gap of 1 [0xe2dd0..0xe2f90]
hero	0xd3e40	70		0	ambiguous	hero::GiveRandomArtifact	gap 1 dc vs 0 retail [0xe3070..0xe33b0]
hero	0xd49a8	72		0	ambiguous	hero::GetLogisticsFactor	gap 3 dc vs 0 retail [0xe4840..0xe48b0]
hero	0xd49f0	78		0	ambiguous	hero::GetNavigationFactor	gap 3 dc vs 0 retail [0xe4840..0xe48b0]
hero	0xd4a40	72		0	ambiguous	hero::GetSorceryFactor	gap 3 dc vs 0 retail [0xe4840..0xe48b0]
hero	0xd5548	112		0	ambiguous	hero::can_land	gap 2 dc vs 3 retail [0xe5b80..0xe5e10]
hero	0xd55b8	6		0	ambiguous	hero::WalkOnWater	gap 2 dc vs 3 retail [0xe5b80..0xe5e10]
iconwdgt	0xd94a4	530		0	ambiguous	iconWidget::Main	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd96b8	4		0	ambiguous	iconWidget::handle_click	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd96bc	18		0	ambiguous	iconWidget::GetRealWidth	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd96d0	18		0	ambiguous	iconWidget::GetRealHeight	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd96e4	4		0	ambiguous	iconWidget::zBufferDraw	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd96e8	1426		0	ambiguous	iconWidget::Draw	gap 6 dc vs 5 retail [0xea7b0..0xeaff0]
iconwdgt	0xd9ca4	8		0	ambiguous	iconWidget::SetIconSequence	gap 3 dc vs 0 retail [0xeaff0..0xeb030]
iconwdgt	0xd9cac	50		0	ambiguous	iconWidget::SetPalette	gap 3 dc vs 0 retail [0xeaff0..0xeb030]
iconwdgt	0xd9ce0	132		0	ambiguous	iconWidget::SetPlayerPaletteColors	gap 3 dc vs 0 retail [0xeaff0..0xeb030]
inputmgr	0xdd9e4	74	0xec4d0	109	forced	inputManager::Open	gap of 3 [0xec460..0xec570]
inputmgr	0xdda30	30	0xec540	30	forced	inputManager::Close	gap of 3 [0xec460..0xec570]
inputmgr	0xdda50	4	0xec560	5	forced	inputManager::Main	gap of 3 [0xec460..0xec570]
inputmgr	0xdda74	414		0	ambiguous	inputManager::GetEvent	gap 4 dc vs 2 retail [0xec570..0xec6f0]
inputmgr	0xddc14	242		0	ambiguous	inputManager::PeekEvent	gap 4 dc vs 2 retail [0xec570..0xec6f0]
inputmgr	0xddd08	66		0	ambiguous	inputManager::GetCurrQuals	gap 4 dc vs 2 retail [0xec570..0xec6f0]
inputmgr	0xddd4c	18		0	ambiguous	inputManager::SetKeyCodeType	gap 4 dc vs 2 retail [0xec570..0xec6f0]
kb	0xdf4e4	492		0	ambiguous	InitMainClasses	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdf6d0	368		0	ambiguous	DeleteMainClasses	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdf840	18		0	ambiguous	EarlyShutdown	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdf854	198		0	ambiguous	SetupCDRom	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdf91c	286		0	ambiguous	EarlySetup	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdfa3c	1312		0	ambiguous	CreditsWait	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdff5c	134		0	ambiguous	ShowCredits	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xdffe4	372		0	ambiguous	LostGame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe0158	4532		0	ambiguous	oldmain	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe130c	676		0	ambiguous	DoNewGame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe15b0	126		0	ambiguous	DoCampaignWindow	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1630	272		0	ambiguous	DoSinglePlayerWindow	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1740	54		0	ambiguous	DoMultiPlayerWindow	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1778	472		0	ambiguous	DoLoadGame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1950	62		0	ambiguous	PickLoadGame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1990	510		0	ambiguous	InterpretCommandLine	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1b90	4		0	ambiguous	NullHandler	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1b94	98		0	ambiguous	WaitHandler	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1bf8	212		0	ambiguous	ExitNormalDialog	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1ccc	280		0	ambiguous	NormalDialogHandler	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1de4	116		0	ambiguous	type_normal_dialog_frame::type_normal_dialog_frame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe1e58	532		0	ambiguous	type_normal_dialog_frame::handle_click	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe206c	494		0	ambiguous	EventWindowHandler	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe225c	16		0	ambiguous	TrueFalseDialogHandler	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe226c	564		0	ambiguous	PlayerDead	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe24a0	870		0	ambiguous	check_player_loss	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe2808	296		0	ambiguous	GetTeamNames	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe2930	58		0	ambiguous	SendPlayerWon	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe296c	58		0	ambiguous	SendPlayerLost	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe29a8	2842		0	ambiguous	DisplayVCWinLoss	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe34c4	146		0	ambiguous	GetEnemyCount	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3558	552		0	ambiguous	DisplayLCWinLoss	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3780	642		0	ambiguous	CheckEndGame	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3a04	96		0	ambiguous	InitVars	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3a64	286		0	ambiguous	game::ShowMoraleInfo	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3b84	352		0	ambiguous	game::ShowLuckInfo	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3ce4	278		0	ambiguous	ShutDown	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3dfc	76		0	ambiguous	FileError	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe3e48	1104		0	ambiguous	CongratsWait	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe4298	102		0	ambiguous	game::get_base_map_score	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe4300	46		0	ambiguous	game::get_map_score	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe4330	446		0	ambiguous	ShowCongrats	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe44f0	64		0	ambiguous	MemError	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe4530	120		0	ambiguous	EarlyShutDownSystem	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe45a8	52		0	ambiguous	GameUnsaved	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe45dc	980		0	ambiguous	LoadGameData	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe49b0	1948		0	ambiguous	HandleAppSpecificMenuCommands	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe514c	80		0	ambiguous	CleanUpMenus	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe519c	118		0	ambiguous	GetNextHumanPlayer	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5214	148		0	ambiguous	HandleRemoteDeadPlayerExit	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe52a8	16		0	ambiguous	CheckMem	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe52b8	1704		0	ambiguous	type_dialog_icon::set	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5960	1396		0	ambiguous	CalculateNormalDialogSize	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5ed4	140		0	ambiguous	get_quickview_size	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5f60	6		0	ambiguous	GetCurrentNormalDialog	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5f68	82		0	ambiguous	NormalDialogTimeOut	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe5fbc	288		0	ambiguous	NormalDialog	gap 58 dc vs 53 retail [0xed490..0xf7690]
kb	0xe60dc	3092		0	ambiguous	DoNormalDialog	gap 58 dc vs 53 retail [0xed490..0xf7690]
lodfile	0xe9198	38		0	ambiguous	LODFile::exist	gap 1 dc vs 0 retail [0xfa610..0xfa660]
lodfile	0xe92b4	68		0	ambiguous	LODFile::getErrorString	gap 3 dc vs 1 retail [0xfa660..0xfa800]
lodfile	0xe92f8	56		0	ambiguous	LODEntry::LODEntry	gap 3 dc vs 1 retail [0xfa660..0xfa800]
lodfile	0xe9330	66		0	ambiguous	LODFile::LODFile	gap 3 dc vs 1 retail [0xfa660..0xfa800]
lodfile	0xe93bc	96		0	ambiguous	LODHeader::LODHeader	gap 1 dc vs 0 retail [0xfa800..0xfa8a0]
lodfile	0xe955c	246		0	ambiguous	LODFile::set_filemap	gap 3 dc vs 0 retail [0xfa8a0..0xfaa70]
lodfile	0xe9654	18		0	ambiguous	compare	gap 3 dc vs 0 retail [0xfa8a0..0xfaa70]
lodfile	0xe9668	40		0	ambiguous	LODFile::sort	gap 3 dc vs 0 retail [0xfa8a0..0xfaa70]
mapcell	0xeb73c	148		0	ambiguous	NewfullMap::readTimedEventList	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xeb7d0	462		0	ambiguous	TTimedEvent::Read	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xeb9a0	152		0	ambiguous	NewfullMap::saveTimedEventList	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xeba38	212		0	ambiguous	TTimedEvent::Save	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebb0c	176		0	ambiguous	NewfullMap::loadTimedEventList	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebbbc	212		0	ambiguous	TTimedEvent::Load	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebc90	146		0	ambiguous	TTownEvent::Read	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebd24	152		0	ambiguous	NewfullMap::saveTownEventList	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebdbc	126		0	ambiguous	TTownEvent::Save	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebe3c	176		0	ambiguous	NewfullMap::loadTownEventList	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebeec	126		0	ambiguous	TTownEvent::Load	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xebf6c	44		0	ambiguous	NewmapCell::TObjectCell::get_object	gap 12 dc vs 9 retail [0xfbf90..0xfcaa0]
mapcell	0xec724	232		0	ambiguous	NewfullMap::Close	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xec80c	230		0	ambiguous	NewfullMap::Init	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xec8f4	672		0	ambiguous	NewfullMap::Read	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xecb94	612		0	ambiguous	NewfullMap::Load	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xecdf8	414		0	ambiguous	NewfullMap::Save	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xecf98	1002		0	ambiguous	NewfullMap::readMapLayer	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xed384	770		0	ambiguous	NewfullMap::saveMapLayer	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xed688	764		0	ambiguous	NewfullMap::loadMapLayer	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xed984	152		0	ambiguous	NewfullMap::readBoatData	gap 9 dc vs 12 retail [0xfd1e0..0xfec10]
mapcell	0xeda4c	108		0	ambiguous	CObject::get_trigger	gap 1 dc vs 0 retail [0xfec10..0xfec30]
mapcell	0xedbf8	282		0	ambiguous	NewfullMap::readGeneratorData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xedd14	210		0	ambiguous	NewfullMap::readHolyGrailData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xedde8	112		0	ambiguous	NewfullMap::readShrineData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xede58	296		0	ambiguous	NewfullMap::readTreasureData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xedf80	160		0	ambiguous	NewfullMap::saveTreasureList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee020	112		0	ambiguous	NewfullMap::saveTreasureData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee090	156		0	ambiguous	NewfullMap::loadTreasureList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee12c	118		0	ambiguous	NewfullMap::loadTreasureData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee1a4	314		0	ambiguous	NewfullMap::readArtifactData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee2e0	304		0	ambiguous	NewfullMap::readSpellScrollData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee410	346		0	ambiguous	NewfullMap::readResourceData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xee56c	1266		0	ambiguous	NewfullMap::readBlackBox	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xeea60	220		0	ambiguous	NewfullMap::readBlackBoxData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xeeb3c	160		0	ambiguous	NewfullMap::saveBlackBoxList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xeebdc	1218		0	ambiguous	NewfullMap::saveBlackBox	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xef0a0	184		0	ambiguous	NewfullMap::loadBlackBoxList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xef158	1156		0	ambiguous	NewfullMap::loadBlackBox	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xef5dc	490		0	ambiguous	NewfullMap::readEventData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xef7c8	1008		0	ambiguous	NewfullMap::readSeerData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xefbb8	622		0	ambiguous	NewfullMap::readScholarData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xefe28	450		0	ambiguous	NewfullMap::readShipyardData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xeffec	336		0	ambiguous	NewfullMap::readMineData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf013c	360		0	ambiguous	NewfullMap::readAbandonedMineData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf02a4	236		0	ambiguous	NewfullMap::readSignData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf0390	856		0	ambiguous	NewfullMap::readMonsterData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf06e8	160		0	ambiguous	NewfullMap::saveMonsterList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf0788	156		0	ambiguous	NewfullMap::loadMonsterList	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf0824	146		0	ambiguous	NewfullMap::saveMonsterData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf08b8	148		0	ambiguous	NewfullMap::loadMonsterData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf094c	1192		0	ambiguous	NewfullMap::readTownData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf0df4	1830		0	ambiguous	NewfullMap::readHeroData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf151c	428		0	ambiguous	NewfullMap::readGarrisonData	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf16c8	1108		0	ambiguous	NewfullMap::readObject	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf1b1c	218		0	ambiguous	NewfullMap::saveObject	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf1bf8	222		0	ambiguous	NewfullMap::loadObject	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf1cd8	1522		0	ambiguous	NewfullMap::readObjectType	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf22cc	1206		0	ambiguous	NewfullMap::saveObjectType	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2784	1018		0	ambiguous	NewfullMap::loadObjectType	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2b80	52		0	ambiguous	$E482	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2bb4	22		0	ambiguous	$E483	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2bcc	20		0	ambiguous	$E484	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2be0	64		0	ambiguous	$E485	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf2c20	1014		0	ambiguous	NewfullMap::readMapObjects	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf3018	372		0	ambiguous	NewfullMap::saveMapObjects	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf318c	624		0	ambiguous	NewfullMap::loadMapObjects	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf33fc	692		0	ambiguous	NewfullMap::GenerateHeightMap	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf36b0	882		0	ambiguous	NewfullMap::StampObject	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf3a24	2250		0	ambiguous	NewfullMap::calc_cell_extra	gap 49 dc vs 42 retail [0xfec30..0x105b20]
mapcell	0xf42f0	246		0	ambiguous	NewfullMap::CalculateCellExtra	gap 49 dc vs 42 retail [0xfec30..0x105b20]
misc	0xfd8a4	180		0	ambiguous	GenerateUniqueSystemID	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfd958	308		0	ambiguous	CheckConfigFile	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfda8c	236		0	ambiguous	SetGameDefaults	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfdb78	32		0	ambiguous	SetDefaultSystemOptions	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfdb98	40		0	ambiguous	SetDefaultCombatOptions	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfdbc0	16		0	ambiguous	ReadPrefsFromRegistry	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfdbd0	124		0	ambiguous	ReadPrefs	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfdc4c	1028		0	ambiguous	WritePrefsToRegistry	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe050	16		0	ambiguous	WritePrefs	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe060	4		0	ambiguous	IsCDDrive	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe064	4		0	ambiguous	SetupCDDrive	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe068	80		0	ambiguous	FileSize	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe0b8	24		0	ambiguous	SRand	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe0d0	60		0	ambiguous	SRandom	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
misc	0xfe10c	66		0	ambiguous	format_string	gap 15 dc vs 11 retail [0x10b230..0x10c6e0]
mousemgr	0xfea50	46		0	ambiguous	mouseManager::~mouseManager	gap 5 dc vs 4 retail [0x10cb50..0x10cca0]
mousemgr	0xfea80	52		0	ambiguous	mouseManager::Open	gap 5 dc vs 4 retail [0x10cb50..0x10cca0]
mousemgr	0xfeab4	70		0	ambiguous	mouseManager::Close	gap 5 dc vs 4 retail [0x10cb50..0x10cca0]
mousemgr	0xfeafc	26		0	ambiguous	mouseManager::Reset	gap 5 dc vs 4 retail [0x10cb50..0x10cca0]
