# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
proc,module,kind,sp_offset,type,name
std::destroy,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::construct,ai_combat.obj,param,sp+0x18,0x5D67,__p
std::construct,ai_combat.obj,param,sp+0x1c,0x5D5B,__value
std::__stl_alloc_rebind,ai_combat.obj,param,sp+0x0,0x5DB8,__a
std::__stl_alloc_rebind,ai_combat.obj,param,sp+0x4,0x5D70,__formal
std::uninitialized_copy,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::uninitialized_copy,ai_combat.obj,param,sp+0x24,0x5D67,__last
std::uninitialized_copy,ai_combat.obj,param,sp+0x28,0x5D67,__result
std::uninitialized_fill_n,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::uninitialized_fill_n,ai_combat.obj,param,sp+0x24,T_UINT4(0075),__n
std::uninitialized_fill_n,ai_combat.obj,param,sp+0x28,0x5D5B,__x
std::value_type,ai_combat.obj,param,sp+0x0,0x5D70,__formal
std::__introsort_loop,ai_combat.obj,param,sp+0xb8,0x5D67,__first
std::__introsort_loop,ai_combat.obj,param,sp+0xbc,0x5D67,__last
std::__introsort_loop,ai_combat.obj,param,sp+0xc0,0x5D67,__formal
std::__introsort_loop,ai_combat.obj,param,sp+0xc4,T_INT4(0074),__depth_limit
std::__final_insertion_sort,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::__final_insertion_sort,ai_combat.obj,param,sp+0x24,0x5D67,__last
std::__uninitialized_copy,ai_combat.obj,param,sp+0x18,0x5D70,__first
std::__uninitialized_copy,ai_combat.obj,param,sp+0x1c,0x5D70,__last
std::__uninitialized_copy,ai_combat.obj,param,sp+0x20,0x5D67,__result
std::__uninitialized_copy,ai_combat.obj,param,sp+0x24,0x5D67,__formal
std::__destroy,ai_combat.obj,param,sp+0x18,0x5D67,__first
std::__destroy,ai_combat.obj,param,sp+0x1c,0x5D67,__last
std::__destroy,ai_combat.obj,param,sp+0x20,0x5D67,__formal
std::__uninitialized_copy,ai_combat.obj,param,sp+0x18,0x5D67,__first
std::__uninitialized_copy,ai_combat.obj,param,sp+0x1c,0x5D67,__last
std::__uninitialized_copy,ai_combat.obj,param,sp+0x20,0x5D67,__result
std::__uninitialized_copy,ai_combat.obj,param,sp+0x24,0x5D67,__formal
std::__uninitialized_fill_n,ai_combat.obj,param,sp+0x18,0x5D67,__first
std::__uninitialized_fill_n,ai_combat.obj,param,sp+0x1c,T_UINT4(0075),__n
std::__uninitialized_fill_n,ai_combat.obj,param,sp+0x20,0x5D5B,__x
std::__uninitialized_fill_n,ai_combat.obj,param,sp+0x24,0x5D67,__formal
std::partial_sort,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::partial_sort,ai_combat.obj,param,sp+0x24,0x5D67,__middle
std::partial_sort,ai_combat.obj,param,sp+0x28,0x5D67,__last
std::__median,ai_combat.obj,param,sp+0x24,0x5D5B,__a
std::__median,ai_combat.obj,param,sp+0x28,0x5D5B,__b
std::__median,ai_combat.obj,param,sp+0x2c,0x5D5B,__c
std::__unguarded_partition,ai_combat.obj,param,sp+0x1c,0x5D67,__first
std::__unguarded_partition,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::__unguarded_partition,ai_combat.obj,param,sp+0x24,0x5D4F,__pivot
std::__insertion_sort,ai_combat.obj,param,sp+0x6c,0x5D67,__first
std::__insertion_sort,ai_combat.obj,param,sp+0x70,0x5D67,__last
std::__unguarded_insertion_sort,ai_combat.obj,param,sp+0x1c,0x5D67,__first
std::__unguarded_insertion_sort,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x20,0x5D70,__first
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x24,0x5D70,__last
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x28,0x5D67,__result
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x2c,0x1310,__formal
std::__destroy_aux,ai_combat.obj,param,sp+0x1c,0x5D67,__first
std::__destroy_aux,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::__destroy_aux,ai_combat.obj,param,sp+0x24,0x1310,__formal
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x24,0x5D67,__last
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x28,0x5D67,__result
std::__uninitialized_copy_aux,ai_combat.obj,param,sp+0x2c,0x1310,__formal
std::__uninitialized_fill_n_aux,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::__uninitialized_fill_n_aux,ai_combat.obj,param,sp+0x24,T_UINT4(0075),__n
std::__uninitialized_fill_n_aux,ai_combat.obj,param,sp+0x28,0x5D5B,__x
std::__uninitialized_fill_n_aux,ai_combat.obj,param,sp+0x2c,0x1310,__formal
std::__partial_sort,ai_combat.obj,param,fp+0x70,0x5D67,__first
std::__partial_sort,ai_combat.obj,param,fp+0x74,0x5D67,__middle
std::__partial_sort,ai_combat.obj,param,fp+0x78,0x5D67,__last
std::__partial_sort,ai_combat.obj,param,fp+0x7c,0x5D67,__formal
std::__partial_sort,ai_combat.obj,local,sp+0x60,0x5D67,__i
std::iter_swap,ai_combat.obj,param,sp+0x1c,0x5D67,__a
std::iter_swap,ai_combat.obj,param,sp+0x20,0x5D67,__b
std::__linear_insert,ai_combat.obj,param,fp+0x0,0x5D67,__first
std::__linear_insert,ai_combat.obj,param,fp+0x4,0x5D67,__last
std::__linear_insert,ai_combat.obj,param,fp+0x8,0x5D4F,__val
std::__unguarded_insertion_sort_aux,ai_combat.obj,param,sp+0xac,0x5D67,__first
std::__unguarded_insertion_sort_aux,ai_combat.obj,param,sp+0xb0,0x5D67,__last
std::__unguarded_insertion_sort_aux,ai_combat.obj,param,sp+0xb4,0x5D67,__formal
std::destroy,ai_combat.obj,param,sp+0x18,0x5D67,__pointer
std::make_heap,ai_combat.obj,param,sp+0x20,0x5D67,__first
std::make_heap,ai_combat.obj,param,sp+0x24,0x5D67,__last
std::distance_type,ai_combat.obj,param,sp+0x0,0x5D70,__formal
std::__pop_heap,ai_combat.obj,param,sp+0x6c,0x5D67,__first
std::__pop_heap,ai_combat.obj,param,sp+0x70,0x5D67,__last
std::__pop_heap,ai_combat.obj,param,sp+0x74,0x5D67,__result
std::__pop_heap,ai_combat.obj,param,sp+0x78,0x5D4F,__value
std::__pop_heap,ai_combat.obj,param,sp+0xc0,T_32PINT4(0474),__formal
std::sort_heap,ai_combat.obj,param,sp+0x1c,0x5D67,__first
std::sort_heap,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::__iter_swap,ai_combat.obj,param,sp+0x14,0x5D67,__a
std::__iter_swap,ai_combat.obj,param,sp+0x18,0x5D67,__b
std::__iter_swap,ai_combat.obj,param,sp+0x1c,0x5D67,__formal
std::copy_backward,ai_combat.obj,param,sp+0x30,0x5D67,__first
std::copy_backward,ai_combat.obj,param,sp+0x34,0x5D67,__last
std::copy_backward,ai_combat.obj,param,sp+0x38,0x5D67,__result
std::__unguarded_linear_insert,ai_combat.obj,param,sp+0x24,0x5D67,__last
std::__unguarded_linear_insert,ai_combat.obj,param,sp+0x28,0x5D4F,__val
std::__unguarded_linear_insert,ai_combat.obj,local,sp+0x10,0x5D67,__next
std::__make_heap,ai_combat.obj,param,sp+0xbc,0x5D67,__first
std::__make_heap,ai_combat.obj,param,sp+0xc0,0x5D67,__last
std::__make_heap,ai_combat.obj,param,sp+0xc4,0x5D67,__formal
std::__make_heap,ai_combat.obj,param,sp+0xc8,T_32PINT4(0474),__formal
std::__make_heap,ai_combat.obj,local,sp+0x54,T_INT4(0074),__len
std::__adjust_heap,ai_combat.obj,param,sp+0x74,0x5D67,__first
std::__adjust_heap,ai_combat.obj,param,sp+0x78,T_INT4(0074),__holeIndex
std::__adjust_heap,ai_combat.obj,param,sp+0x7c,T_INT4(0074),__len
std::__adjust_heap,ai_combat.obj,param,sp+0x80,0x5D4F,__value
std::__adjust_heap,ai_combat.obj,local,sp+0x54,T_INT4(0074),__topIndex
std::pop_heap,ai_combat.obj,param,sp+0x1c,0x5D67,__first
std::pop_heap,ai_combat.obj,param,sp+0x20,0x5D67,__last
std::swap,ai_combat.obj,param,sp+0x54,0x5D6D,__a
std::swap,ai_combat.obj,param,sp+0x58,0x5D6D,__b
std::swap,ai_combat.obj,local,sp+0x0,0x5D4F,__tmp
std::iterator_category,ai_combat.obj,param,sp+0x4,T_NOTYPE(0000),__$ReturnUdt
std::iterator_category,ai_combat.obj,param,sp+0x8,0x5D70,__formal
std::__copy_backward,ai_combat.obj,param,sp+0x24,0x5D67,__first
std::__copy_backward,ai_combat.obj,param,sp+0x28,0x5D67,__last
std::__copy_backward,ai_combat.obj,param,sp+0x2c,0x5D67,__result
std::__copy_backward,ai_combat.obj,param,sp+0x30,0x123C,__formal
std::__copy_backward,ai_combat.obj,param,sp+0x34,T_32PINT4(0474),__formal
std::__push_heap,ai_combat.obj,param,sp+0x2c,0x5D67,__first
std::__push_heap,ai_combat.obj,param,sp+0x30,T_INT4(0074),__holeIndex
std::__push_heap,ai_combat.obj,param,sp+0x34,T_INT4(0074),__topIndex
std::__push_heap,ai_combat.obj,param,sp+0x38,0x5D4F,__value
std::__push_heap,ai_combat.obj,local,sp+0x10,T_INT4(0074),__parent
std::__pop_heap_aux,ai_combat.obj,param,sp+0xbc,0x5D67,__first
std::__pop_heap_aux,ai_combat.obj,param,sp+0xc0,0x5D67,__last
std::__pop_heap_aux,ai_combat.obj,param,sp+0xc4,0x5D67,__formal
combatManager::ChooseBallistaTarget,ai.obj,param,sp+0x80,0x66CB,this
combatManager::ChooseBallistaTarget,ai.obj,param,sp+0x84,T_INT4(0074),target_group
combatManager::ChooseBallistaTarget,ai.obj,param,sp+0x88,T_INT4(0074),attack_skill
combatManager::ChooseBallistaTarget,ai.obj,param,sp+0x8c,T_INT4(0074),average_damage
combatManager::ChooseBallistaTarget,ai.obj,local,sp+0x1c,T_LONG(0012),result
combatManager::ChooseBallistaTarget,ai.obj,local,sp+0x18,T_LONG(0012),best_value
combatManager::ChooseBallistaTarget,ai.obj,local,sp+0x38,0x66E9,estimate
combatManager::failed_siege,ai.obj,param,sp+0x2c,0x66CB,this
combatManager::AICheckRetreat,ai.obj,param,fp+0x4c,0x66CB,this
combatManager::AICheckRetreat,ai.obj,local,sp+0x18,T_LONG(0012),surrender_cost
combatManager::AICheckRetreat,ai.obj,local,sp+0x18,T_LONG(0012),combat_value
combatManager::AICheckRetreat,ai.obj,local,sp+0x3c,0x3EE3,iSideFV
combatManager::AICheckRetreat,ai.obj,local,sp+0x1c,0x4D49,artifact
combatManager::get_total_combat_value,ai.obj,param,sp+0x30,0x66D7,this
combatManager::get_total_combat_value,ai.obj,param,sp+0x34,T_LONG(0012),side
combatManager::get_total_combat_value,ai.obj,param,sp+0x38,T_LONG(0012),lowest_attack
combatManager::get_total_combat_value,ai.obj,param,sp+0x3c,T_LONG(0012),lowest_defense
combatManager::get_total_combat_value,ai.obj,param,sp+0x40,T_UCHAR(0020),include_cripples
combatManager::get_total_combat_value,ai.obj,local,sp+0x10,T_LONG(0012),total
get_area_attack_value,ai.obj,param,fp+0x2c,0x64B3,current_army
get_area_attack_value,ai.obj,param,fp+0x30,T_LONG(0012),hex
get_area_attack_value,ai.obj,param,fp+0x34,T_LONG(0012),our_group
get_area_attack_value,ai.obj,param,fp+0x38,0x66E8,data
get_area_attack_value,ai.obj,local,sp+0x18,0x64E4,targets
combatManager::choose_shooter_target,ai.obj,param,fp+0x28,0x66D7,this
combatManager::choose_shooter_target,ai.obj,param,fp+0x2c,0x64AB,current_army
combatManager::choose_shooter_target,ai.obj,param,fp+0x30,0x66E8,data
combatManager::choose_shooter_target,ai.obj,param,fp+0x34,0x1C37,best_value
combatManager::choose_shooter_target,ai.obj,local,sp+0x14,T_LONG(0012),best_target
combatManager::choose_shooter_target,ai.obj,local,sp+0x12,T_UCHAR(0020),is_area_effect
combatManager::choose_shooter_target,ai.obj,local,sp+0x18,T_LONG(0012),hex
combatManager::choose_shooter_target,ai.obj,local,sp+0x1c,T_LONG(0012),our_group
combatManager::choose_shooter_target,ai.obj,local,sp+0x28,0x64E4,targets
combatManager::choose_shooter_target,ai.obj,local,sp+0x20,T_LONG(0012),enemy_group
combatManager::choose_cyclops_action,ai.obj,param,sp+0x64,0x66CB,this
combatManager::choose_cyclops_action,ai.obj,param,sp+0x68,T_LONG(0012),best_value
combatManager::choose_cyclops_action,ai.obj,param,sp+0x6c,T_LONG(0012),side
combatManager::choose_cyclops_action,ai.obj,param,sp+0x70,0x66E8,estimate
combatManager::choose_cyclops_action,ai.obj,local,sp+0x1c,T_LONG(0012),count
combatManager::choose_shooter_action,ai.obj,param,fp+0x44,0x66CB,this
combatManager::choose_shooter_action,ai.obj,param,fp+0x48,0x64AB,current_army
combatManager::choose_shooter_action,ai.obj,param,fp+0x4c,T_UCHAR(0020),simulated
combatManager::choose_shooter_action,ai.obj,param,fp+0x50,T_LONG(0012),side
combatManager::choose_shooter_action,ai.obj,local,sp+0x1c,0x66E9,data
combatManager::choose_shooter_action,ai.obj,local,sp+0x18,T_LONG(0012),best_value
get_move_order,ai.obj,param,sp+0x1c,0x64AB,current_army
combatManager::find_move_order,ai.obj,param,fp+0x2c,0x66CB,this
combatManager::find_move_order,ai.obj,param,fp+0x30,0x65FE,result
combatManager::find_move_order,ai.obj,local,sp+0x18,0x64E4,list
combatManager::find_move_order,ai.obj,local,sp+0x14,0x64C0,current_army
get_attack_value,ai.obj,param,sp+0x64,0x64AB,current_army
get_attack_value,ai.obj,param,sp+0x68,0x64AB,enemy
get_attack_value,ai.obj,param,sp+0x6c,T_LONG(0012),enemy_hit_points
get_attack_value,ai.obj,param,sp+0x70,0x66E8,data
get_attack_value,ai.obj,local,sp+0x20,T_REAL64(0041),combat_value
combatManager::get_attack_change,ai.obj,param,sp+0x38,0x66CB,this
combatManager::get_attack_change,ai.obj,param,sp+0x3c,0x64AB,current_army
combatManager::get_attack_change,ai.obj,param,sp+0x40,0x64AB,enemy
combatManager::get_attack_change,ai.obj,param,sp+0x44,0x66E8,data
combatManager::get_attack_change,ai.obj,local,sp+0x14,T_LONG(0012),change
combatManager::get_attack_change,ai.obj,local,sp+0x14,T_LONG(0012),enemy_hit_points
combatManager::move_toward,ai.obj,param,sp+0x5c,0x66CB,this
combatManager::move_toward,ai.obj,param,sp+0x60,0x64AB,current_army
combatManager::move_toward,ai.obj,param,sp+0x64,T_LONG(0012),target_hex
combatManager::move_toward,ai.obj,param,sp+0x68,0x1F6D,enemy_attacks
combatManager::move_toward,ai.obj,param,sp+0x6c,T_UCHAR(0020),consider_waiting
combatManager::move_toward,ai.obj,local,sp+0x20,T_LONG(0012),limit
combatManager::move_toward,ai.obj,local,sp+0x2c,T_LONG(0012),start_danger
combatManager::move_toward,ai.obj,local,sp+0x1c,T_LONG(0012),step
combatManager::move_toward,ai.obj,local,sp+0x3c,T_LONG(0012),minimum_move
combatManager::move_toward,ai.obj,local,sp+0x24,T_LONG(0012),second_hex
combatManager::can_cast_spells,ai.obj,param,sp+0x18,0x66D7,this
combatManager::can_cast_spells,ai.obj,param,sp+0x1c,T_LONG(0012),side
combatManager::can_cast_spells,ai.obj,param,sp+0x20,T_UCHAR(0020),hero_spell
combatManager::get_area_effect,ai.obj,param,sp+0x50,0x66D7,this
combatManager::get_area_effect,ai.obj,param,sp+0x54,T_LONG(0012),side
combatManager::get_area_effect,ai.obj,param,sp+0x58,0x64AB,our_army
combatManager::get_area_effect,ai.obj,param,sp+0x5c,T_LONG(0012),marked_enemies
combatManager::get_area_effect,ai.obj,param,sp+0x60,0x6703,estimate
combatManager::get_area_effect,ai.obj,local,sp+0x28,T_LONG(0012),result
combatManager::get_area_effect,ai.obj,local,sp+0x20,T_LONG(0012),damage
combatManager::get_area_effect,ai.obj,local,sp+0x28,T_LONG(0012),worst_damage
combatManager::get_area_effect,ai.obj,local,sp+0x2c,0x1A78,mastery
get_enemy_attack_limit,ai.obj,param,sp+0x28,0x64AB,our_army
get_enemy_attack_limit,ai.obj,param,sp+0x2c,0x6703,estimate
combatManager::mark_friendly_armies,ai.obj,param,fp+0x0,0x66D7,this
combatManager::mark_friendly_armies,ai.obj,param,fp+0x4,0x64AB,our_army
combatManager::mark_friendly_armies,ai.obj,param,fp+0x8,T_32PLONG(0412),enemy_attacks
combatManager::mark_friendly_armies,ai.obj,param,fp+0xc,T_LONG(0012),marked_enemies
combatManager::mark_friendly_armies,ai.obj,param,fp+0x10,0x6703,estimate
combatManager::mark_friendly_armies,ai.obj,local,sp+0x18,T_LONG(0012),limit_value
combatManager::mark_friendly_armies,ai.obj,local,sp+0x24,0x43D2,overlap_hex
combatManager::mark_friendly_armies,ai.obj,local,sp+0x1c,T_LONG(0012),i
combatManager::mark_friendly_armies,ai.obj,local,sp+0x18,T_LONG(0012),area_effect
find_attack_hexes,ai.obj,param,sp+0x34,0x64AB,our_army
find_attack_hexes,ai.obj,param,sp+0x38,T_LONG(0012),target_hex
find_attack_hexes,ai.obj,param,sp+0x3c,T_LONG(0012),start
find_attack_hexes,ai.obj,param,sp+0x40,T_LONG(0012),stop
find_attack_hexes,ai.obj,param,sp+0x44,T_LONG(0012),limit_cost
find_attack_hexes,ai.obj,param,sp+0x48,0x66BC,search_array
find_attack_hexes,ai.obj,param,sp+0x4c,0x6636,result
find_attack_hexes,ai.obj,local,sp+0x10,T_LONG(0012),hex
find_attack_hexes,ai.obj,local,sp+0x14,T_LONG(0012),direction
find_attack_hexes,ai.obj,param,sp+0x38,0x64AB,our_army
find_attack_hexes,ai.obj,param,sp+0x3c,0x64AB,enemy
find_attack_hexes,ai.obj,param,sp+0x40,0x66BC,search_array
find_attack_hexes,ai.obj,param,sp+0x44,0x6636,result
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x0,0x66D7,this
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x4,0x64AB,our_army
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x8,0x64AB,enemy
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0xc,T_32PLONG(0412),enemy_attacks
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x10,T_LONG(0012),limit_value
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x14,0x65FD,search_array
combatManager::mark_multiheaded_enemy,ai.obj,param,fp+0x18,0x6703,estimate
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x18,0x64AB,allied_army
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x1c,T_LONG(0012),value
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x18,T_LONG(0012),hex
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x20,T_LONG(0012),directions
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x24,0x6637,attack_hexes
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0xec,0x43D2,overlap_hex
combatManager::mark_multiheaded_enemy,ai.obj,local,sp+0x30,0x43D2,marked
combatManager::mark_enemy_attacks,ai.obj,param,fp+0x0,0x66D7,this
combatManager::mark_enemy_attacks,ai.obj,param,fp+0x4,0x64AB,our_army
combatManager::mark_enemy_attacks,ai.obj,param,fp+0x8,T_32PLONG(0412),enemy_attacks
combatManager::mark_enemy_attacks,ai.obj,param,fp+0xc,0x1C37,dangerous_enemies
combatManager::mark_enemy_attacks,ai.obj,param,fp+0x10,0x6703,estimate
combatManager::mark_enemy_attacks,ai.obj,local,sp+0x20,T_LONG(0012),limit_value
combatManager::mark_enemy_attacks,ai.obj,local,sp+0x1c,T_LONG(0012),our_group
combatManager::mark_enemy_attacks,ai.obj,local,sp+0x24,T_LONG(0012),i
combatManager::mark_enemy_attacks,ai.obj,local,sp+0x28,T_LONG(0012),enemy_group
combatManager::mark_enemy_attacks,ai.obj,local,sp+0x2c,T_LONG(0012),direction
combatManager::choose_defense_hex,ai.obj,param,sp+0x34,0x66CB,this
combatManager::choose_defense_hex,ai.obj,param,sp+0x38,0x64AB,current_army
combatManager::choose_defense_hex,ai.obj,param,sp+0x3c,0x64AB,client
combatManager::choose_defense_hex,ai.obj,param,sp+0x40,0x1C37,best_hex
combatManager::choose_defense_hex,ai.obj,param,sp+0x44,0x1C37,open_hexes
combatManager::choose_defense_hex,ai.obj,param,sp+0x48,0x66BC,search_array
combatManager::choose_defense_hex,ai.obj,local,sp+0x10,T_LONG(0012),direction
combatManager::choose_defense_hex,ai.obj,local,sp+0x10,T_LONG(0012),best_hexes_covered
combatManager::choose_defense_hex,ai.obj,local,sp+0x14,T_LONG(0012),best_travel_time
combatManager::attempt_shooter_defense,ai.obj,param,fp+0x30,0x66CB,this
combatManager::attempt_shooter_defense,ai.obj,param,fp+0x34,0x64AB,current_army
combatManager::attempt_shooter_defense,ai.obj,param,fp+0x38,0x66BC,search_array
combatManager::attempt_shooter_defense,ai.obj,param,fp+0x3c,0x6703,estimate
combatManager::attempt_shooter_defense,ai.obj,local,sp+0x20,T_LONG(0012),best_hex
combatManager::attempt_shooter_defense,ai.obj,local,sp+0x1c,T_LONG(0012),hex
combatManager::attempt_shooter_defense,ai.obj,local,sp+0x24,T_LONG(0012),best_value
combatManager::attempt_shooter_defense,ai.obj,local,sp+0x20,0x64AB,our_army
combatManager::attempt_shooter_defense,ai.obj,local,sp+0x18,T_LONG(0012),open_hexes
combatManager::choose_to_run,ai.obj,param,sp+0x34,0x66CB,this
combatManager::choose_to_run,ai.obj,param,sp+0x38,0x64AB,our_army
combatManager::choose_to_run,ai.obj,param,sp+0x3c,0x1F6D,enemy_attacks
combatManager::choose_to_run,ai.obj,param,sp+0x40,0x66BC,search_array
combatManager::choose_to_run,ai.obj,local,sp+0x14,T_LONG(0012),worst_danger
combatManager::choose_to_run,ai.obj,local,sp+0x14,T_LONG(0012),best_distance
combatManager::has_ranged_advantage,ai.obj,param,sp+0x6c,0x66CB,this
combatManager::has_ranged_advantage,ai.obj,param,sp+0x70,0x66E8,data
combatManager::has_ranged_advantage,ai.obj,local,sp+0x10,T_LONG(0012),combat_value
combatManager::has_ranged_advantage,ai.obj,local,sp+0x28,0x5569,stack_value
combatManager::has_ranged_advantage,ai.obj,local,sp+0x20,0x5569,values
combatManager::has_ranged_advantage,ai.obj,local,sp+0x30,0x67EF,spell_value
combatManager::has_ranged_advantage,ai.obj,local,sp+0x14,T_INT4(0074),archers
combatManager::has_ranged_advantage,ai.obj,local,sp+0x1c,T_INT4(0074),skill
combatManager::choose_creature_spell,ai.obj,param,fp+0x0,0x66CB,this
combatManager::choose_creature_spell,ai.obj,param,fp+0x4,0x64AB,current_army
combatManager::choose_creature_spell,ai.obj,param,fp+0x8,0x1C37,best_value
combatManager::choose_creature_spell,ai.obj,param,fp+0xc,0x66E8,estimate
combatManager::choose_creature_spell,ai.obj,local,sp+0x14,0x59A4,caster
combatManager::choose_creature_spell,ai.obj,local,sp+0x10,T_LONG(0012),our_value
combatManager::choose_creature_spell,ai.obj,local,sp+0x10,T_LONG(0012),i
combatManager::choose_resurrect_action,ai.obj,param,fp+0x0,0x66CB,this
combatManager::choose_resurrect_action,ai.obj,param,fp+0x4,0x64AB,current_army
combatManager::choose_resurrect_action,ai.obj,param,fp+0x8,0x1C37,best_value
combatManager::choose_resurrect_action,ai.obj,param,fp+0xc,0x66E8,estimate
combatManager::choose_resurrect_action,ai.obj,local,sp+0x44,0x64AD,demon_army
combatManager::choose_resurrect_action,ai.obj,local,sp+0x1c,T_LONG(0012),best_target_hex
combatManager::choose_resurrect_action,ai.obj,local,sp+0x20,T_LONG(0012),i
combatManager::choose_spell_action,ai.obj,param,sp+0x24,0x66CB,this
combatManager::choose_spell_action,ai.obj,param,sp+0x28,0x64AB,current_army
combatManager::choose_spell_action,ai.obj,param,sp+0x2c,0x1C37,best_value
combatManager::choose_spell_action,ai.obj,param,sp+0x30,0x66E8,estimate
combatManager::should_stay_in_castle,ai.obj,param,sp+0x28,0x66CB,this
combatManager::should_stay_in_castle,ai.obj,param,sp+0x2c,0x66E8,estimate
combatManager::mark_firewalls,ai.obj,param,sp+0x3c,0x66CB,this
combatManager::mark_firewalls,ai.obj,param,sp+0x40,0x64AB,current_army
combatManager::mark_firewalls,ai.obj,param,sp+0x44,T_32PLONG(0412),enemy_attacks
combatManager::mark_firewalls,ai.obj,param,sp+0x48,0x66E8,estimate
combatManager::mark_firewalls,ai.obj,local,sp+0x1c,T_LONG(0012),hex
combatManager::choose_melee_target,ai.obj,param,fp+0x33c,0x66CB,this
combatManager::choose_melee_target,ai.obj,param,fp+0x340,0x64AB,current_army
combatManager::choose_melee_target,ai.obj,param,fp+0x344,T_UCHAR(0020),teleport
combatManager::choose_melee_target,ai.obj,param,fp+0x348,0x1C37,action_value
combatManager::choose_melee_target,ai.obj,param,fp+0x34c,0x66E8,estimate
combatManager::choose_melee_target,ai.obj,local,sp+0x40,T_LONG(0012),random_factor
combatManager::choose_melee_target,ai.obj,local,sp+0x1b,T_UCHAR(0020),staying_in_castle
combatManager::choose_melee_target,ai.obj,local,sp+0x20,0x64C0,best_target
combatManager::choose_melee_target,ai.obj,local,sp+0x28,T_LONG(0012),best_time
combatManager::choose_melee_target,ai.obj,local,sp+0x1c,T_LONG(0012),our_group
combatManager::choose_melee_target,ai.obj,local,sp+0x1a,T_UCHAR(0020),best_is_blocking_action
combatManager::choose_melee_target,ai.obj,local,sp+0x24,T_LONG(0012),best_value
combatManager::choose_melee_target,ai.obj,local,sp+0x30,T_LONG(0012),i
combatManager::choose_melee_target,ai.obj,local,sp+0x74,0x6871,enemy_attacks
combatManager::choose_melee_target,ai.obj,local,sp+0x38,T_LONG(0012),marked_enemies
combatManager::choose_melee_target,ai.obj,local,sp+0x19,T_UCHAR(0020),is_blocking_action
combatManager::choose_melee_target,ai.obj,local,sp+0x2c,T_LONG(0012),best_hex_value
combatManager::choose_melee_target,ai.obj,local,sp+0x34,T_LONG(0012),enemy_group
combatManager::choose_melee_target,ai.obj,local,sp+0x48,0x6874,chooser
combatManager::choose_melee_target,ai.obj,local,sp+0x3c,T_LONG(0012),distance
combatManager::choose_melee_action,ai.obj,param,fp+0x44,0x66CB,this
combatManager::choose_melee_action,ai.obj,param,fp+0x48,0x64AB,current_army
combatManager::choose_melee_action,ai.obj,param,fp+0x4c,T_UCHAR(0020),teleport
combatManager::choose_melee_action,ai.obj,param,fp+0x50,T_UCHAR(0020),simulated
combatManager::choose_melee_action,ai.obj,param,fp+0x54,T_LONG(0012),side
combatManager::choose_melee_action,ai.obj,local,sp+0x18,T_LONG(0012),action_value
combatManager::choose_melee_action,ai.obj,local,sp+0x1c,0x66E9,estimate
combatManager::place_shooter,ai.obj,param,sp+0x40,0x66CB,this
combatManager::place_shooter,ai.obj,param,sp+0x44,0x64AB,current_army
combatManager::place_shooter,ai.obj,local,sp+0x18,T_LONG(0012),best_hex
combatManager::place_shooter,ai.obj,local,sp+0x1c,T_LONG(0012),best_open_hexes
combatManager::place_shooter,ai.obj,local,sp+0x20,T_LONG(0012),new_hex
combatManager::DoCompAI,ai.obj,param,sp+0x20,0x66CB,this
combatManager::DoCompAI,ai.obj,param,sp+0x24,T_INT4(0074),whichGroup
combatManager::berserk_attack,ai.obj,param,sp+0x38,0x66CB,this
combatManager::berserk_attack,ai.obj,param,sp+0x3c,0x64C0,current_army
combatManager::berserk_attack,ai.obj,param,sp+0x40,0x64AB,target
combatManager::compute_fire_shield_damage,ai.obj,param,sp+0x34,0x66D7,this
combatManager::compute_fire_shield_damage,ai.obj,param,sp+0x38,T_LONG(0012),damage
combatManager::compute_fire_shield_damage,ai.obj,param,sp+0x3c,0x64AB,attacker
