# every stored comment (HD-pressing addresses); kind r=repeatable, n=normal.
hd_va,kind,text
0x40542e,n,h
0x405430,n,w
0x405432,n,y
0x405437,n,x
0x405439,n,this
0x405446,n,this
0x405456,n,a13
0x40545f,n,this
0x405462,n,a2
0x40546c,n,a5
0x40546d,n,a4
0x40546f,n,key
0x40547b,n,a4
0x40547c,n,count
0x40547e,n,pos
0x40547f,n,this
0x405489,n,allocation_size
0x40549e,n,style
0x4054a0,n,hotkey
0x4054a2,n,end
0x4054a4,n,selected
0x4054a6,n,normal
0x4054ad,n,id
0x4054b2,n,h
0x4054b4,n,w
0x4054b6,n,y
0x4054bb,n,x
0x4054c0,n,this
0x4054d3,n,a2
0x4054d6,n,this
0x4054d8,n,a5
0x4054d9,n,a4
0x4054db,n,key
0x4054f2,n,a5
0x4054f3,n,a4
0x4054f5,n,key
0x4054f6,n,this
0x40550a,n,a4
0x40550b,n,count
0x40550d,n,pos
0x40550e,n,this
0x405518,n,allocation_size
0x40552d,n,int
0x40552f,n,back_color
0x405531,n,justify
0x405533,n,textWidgetId
0x405538,n,color
0x40553f,n,textString
0x405544,n,textWidgetHeight
0x405546,n,textWidgetWidth
0x40554b,n,textWidgetY
0x405550,n,textWidgetX
0x405552,n,this
0x405570,n,a4
0x405571,n,count
0x405573,n,pos
0x405574,n,this
0x40558b,n,newPriority
0x40558d,n,newWidget
0x40558e,n,this
0x4055b2,n,widget_id
0x4055b4,n,this
0x4055c4,n,this
0x4055d3,n,widget_id
0x4055d5,n,this
0x4055e5,n,widget_id
0x4055e7,n,this
0x405631,n,ptr
0x40569d,n,this
0x4056ca,n,msg
0x405707,n,switch 5 cases
0x40570f,n,switch jump
0x405716,r,jumptable 0040570F case 1
0x40571a,r,jumptable 0040570F case 2
0x405721,r,jumptable 0040570F case 3
0x405728,r,jumptable 0040570F case 4
0x40572f,r,jumptable 0040570F case 5
0x40573b,n,int
0x40573d,n,int
0x40573f,n,char *
0x405746,n,int
0x405748,n,int
0x40574a,n,int
0x40574c,n,int
0x40574e,n,int
0x405750,n,int
0x405752,n,int
0x405754,n,int
0x405756,n,int
0x405760,r,jumptable 0040570F default case
0x4057bd,n,my
0x4057be,n,mx
0x4057bf,n,this
0x4057e0,n,mouseManager::EPointerSet
0x4057e4,n,this
0x4057ea,n,int
0x4057ff,n,switch 5 cases
0x405807,n,switch jump
0x40580e,r,jumptable 00405807 case 1
0x405819,r,jumptable 00405807 case 2
0x405827,r,jumptable 00405807 case 3
0x405835,r,jumptable 00405807 case 4
0x405843,r,jumptable 00405807 case 5
0x40585f,n,this
0x405865,n,int
0x40586c,r,jumptable 00405807 default case
0x405894,n,jump table for switch statement
0x4058a8,n,jump table for switch statement
0x4058d4,n,void (__cdecl *)()
0x405d70,n,ExtraInfoUnion *
0x405d71,n,this
0x405dc4,n,showMsg
0x405dc8,n,deadGuy
0x405ddc,n,this
0x405de2,n,CMapChange *
0x405de8,n,msg
0x405df9,n,switch 79 cases
0x405e0f,n,switch jump
0x405e16,r,jumptable 00405E0F case 1000
0x405e32,n,bool
0x405e36,n,bool
0x405e38,n,int
0x405e39,n,int
0x405e3a,n,this
0x405e40,n,int
0x405e55,n,iDPGamePos
0x405e57,n,showMsg
0x405e61,n,this
0x405e67,n,makeOrig
0x405e72,r,jumptable 00405E0F case 1004
0x405e74,n,cChat
0x405e81,r,jumptable 00405E0F case 1005
0x405e95,n,this
0x405e9b,n,msg
0x405ea6,r,jumptable 00405E0F case 1016
0x405edd,n,bUpdate
0x405edf,n,bDrawWindow
0x405ee1,n,force_update
0x405eed,n,this
0x405ef8,n,this
0x405f1f,n,Args
0x405f26,n,cChatMsg
0x405f27,n,this
0x405f43,r,jumptable 00405E0F case 1014
0x405f4d,n,id
0x405f4e,n,this
0x405f6e,n,dpid
0x405f7b,r,jumptable 00405E0F case 1017
0x405f8f,n,dpid
0x405f9c,r,jumptable 00405E0F case 1018
0x405f9f,n,showMsg
0x405fab,r,jumptable 00405E0F case 1019
0x405fcb,r,jumptable 00405E0F case 1020
0x405feb,r,jumptable 00405E0F case 1021
0x405ff5,n,bool
0x405ff7,n,int
0x405fff,n,int
0x406014,n,int
0x40601e,n,int
0x40601f,n,int
0x406020,n,this
0x40602b,n,this
0x406031,n,bool
0x406033,n,bool
0x406035,n,bool
0x40603d,n,bool
0x40603f,n,bool
0x406041,n,type_point
0x406047,n,this
0x40604d,n,ultY
0x40604f,n,ultX
0x40606b,n,z
0x40607a,n,startY
0x406081,n,startX
0x406087,n,this
0x406093,n,w
0x406098,n,h
0x40609d,n,y
0x40609f,n,x
0x4060ff,r,jumptable 00405E0F case 1022
0x406109,n,bool
0x40610b,n,int
0x406113,n,int
0x406128,n,int
0x406132,n,int
0x406133,n,int
0x406134,n,this
0x40613f,n,this
0x406145,n,bool
0x406147,n,bool
0x406149,n,bool
0x406151,n,bool
0x406153,n,bool
0x406155,n,type_point
0x40615b,n,this
0x406161,n,ultY
0x406163,n,ultX
0x40617f,n,z
0x40618e,n,startY
0x406195,n,startX
0x40619b,n,this
0x4061a7,n,w
0x4061ac,n,h
0x4061b1,n,y
0x4061b3,n,x
0x406213,r,jumptable 00405E0F case 1009
0x406230,r,jumptable 00405E0F case 1064
0x40624c,n,other
0x40625b,n,this
0x406275,n,other
0x406284,n,this
0x4062ad,n,Memory
0x4062c2,n,int
0x4062c3,n,this
0x4062d3,r,jumptable 00405E0F case 1071
0x4062d9,n,this
0x4062ed,n,this
0x4062f3,n,player
0x4062f9,n,Args
0x4062fa,n,cChatMsg
0x4062fb,n,this
0x40630a,r,jumptable 00405E0F case 1074
0x406314,r,jumptable 00405E0F case 1075
0x406315,n,this
0x40631e,r,jumptable 00405E0F case 1076
0x406332,r,jumptable 00405E0F case 1078
0x40634f,r,"jumptable 00405E0F default case, cases 1001-1003,1006-1008,1010-1013,1015,1023-1063,1065-1070,1072,1073,1077"
0x406350,n,this
0x40635d,n,msg
0x406370,n,jump table for switch statement
0x4063bc,n,indirect table for switch statement
0x406718,n,destroy
0x40671a,n,this
0x406731,n,num
0x406732,n,src
0x406733,n,this
0x406762,n,Size
0x406766,n,Src
0x406767,n,Dst
0x406778,n,this
0x40677a,n,Trim
0x40677c,n,N
0x406786,n,a2
0x406787,n,this
0x4067b6,n,destroy
0x4067b8,n,this
0x4067cc,n,num
0x4067cd,n,src
0x4067ce,n,this
0x40681c,n,ptr
0x40689f,n,destroy
0x4068a1,n,this
0x4068bc,n,destroy
0x4068be,n,this
0x4068c5,n,a2
0x4068c6,n,this
0x4069ce,n,y
0x4069d2,n,destroy
0x4069d3,n,this
0x4069f3,n,this
0x406a34,n,arg
0x406a35,n,format
0x406a36,n,result
0x406a49,n,sublen
0x406a4a,n,subpos
0x406a4b,n,str
0x406a4c,n,this
0x406a82,n,arg
0x406a83,n,format
0x406a87,n,result
0x406a9a,n,sublen
0x406a9b,n,subpos
0x406a9c,n,str
0x406a9d,n,this
0x406aa8,n,destroy
0x406aaa,n,this
0x406ac7,n,X
0x406ac8,n,M
0x406aca,n,P
0x406acb,n,this
0x406ae4,n,text
0x406ae9,n,timeout
0x406aee,n,y
0x406af0,n,x
0x406af2,n,resources
0x406b20,n,ptr
0x406b5c,n,ptr
0x406b9e,n,y
0x406ba5,n,destroy
0x406ba6,n,this
0x406bc6,n,this
0x406bfc,n,arg
0x406bfd,n,format
0x406bfe,n,result
0x406c11,n,sublen
0x406c12,n,subpos
0x406c13,n,str
0x406c14,n,this
0x406c39,n,arg
0x406c40,n,format
0x406c44,n,result
0x406c57,n,sublen
0x406c58,n,subpos
0x406c59,n,str
0x406c5a,n,this
0x406c65,n,destroy
0x406c67,n,this
0x406c8a,n,X
0x406c8b,n,M
0x406c8d,n,P
0x406c8e,n,this
0x406ca4,n,text
0x406ca9,n,timeout
0x406cae,n,y
0x406cb0,n,x
0x406cb2,n,resources
0x406cdf,n,this
0x406cfb,n,update
0x406d17,n,draw
0x406d18,n,this
0x406d23,n,ptr
0x406d5f,n,ptr
0x406d9f,n,this
0x406f2f,n,this
0x406fbd,n,allocation_size
0x40701b,n,allocation_size
0x407032,n,this
0x407053,n,this
0x407059,n,update
0x40705b,n,newPriority
0x40705c,n,newWindow
0x407076,n,this
0x407079,n,status
0x40707b,n,id
0x40709c,n,allocation_size
0x4070d7,n,ptr
0x407147,n,Str
0x40714d,n,MaxCount
0x407152,n,Str2
0x407157,n,Str1
0x407167,n,name
0x407173,n,this
0x40717f,n,value
0x407183,n,count
0x407185,n,pos
0x407190,n,name
0x40719c,n,this
0x4071a8,n,value
0x4071ac,n,count
0x4071ae,n,pos
0x4071bc,n,bUpdate
0x4071d0,n,bUpdate
0x4071ef,n,name
0x407206,n,bUpdate
0x407218,n,name
0x40722f,n,bUpdate
0x407241,n,name
0x407258,n,bUpdate
0x4072d9,n,bUpdate
0x4072e8,n,name
0x407300,n,bUpdate
0x40730d,n,bUpdate
0x407332,n,name
0x407346,n,name
0x40735d,n,name
0x407392,n,bUpdate
0x4073a4,n,name
0x407410,n,Dest
0x40741d,n,name
0x407432,n,this
0x40744c,n,arg
0x40745f,n,arg
0x40746b,n,this
0x4074ac,n,this
0x4074b2,n,expect_fadein
0x4074b3,n,speed
0x4074b5,n,inOut
0x4074bb,n,this
0x4074ca,n,this
0x4074d6,n,y
0x4074d7,n,x
0x4074e3,n,mouseY
0x4074e4,n,mouseX
0x4074e5,n,this
0x4074f6,n,this
0x407505,n,this
0x407533,n,this
0x40753e,n,this
0x407549,n,this
0x407550,n,bForceSaveBorder
0x407551,n,bUpdate
0x407552,n,this
0x407559,n,this
0x407573,n,lpMenuName
0x407575,n,hInstance
0x40759c,n,lpMenuName
0x40759e,n,hInstance
0x4075ab,n,lpMenuName
0x4075ad,n,hInstance
0x4075cd,n,this
0x4075f1,n,this
0x407606,n,Format
0x407607,n,Dest
0x407625,n,iPlayer
0x407626,n,this
0x40762c,n,cText
0x407632,n,bForceSaveBorder
0x407634,n,bUpdate
0x407635,n,this
0x40765c,n,this
0x407662,n,expect_fadein
0x407664,n,speed
0x407666,n,inOut
0x40766d,n,this
0x407670,n,update
0x407671,n,draw
0x40769a,n,new_set
0x4076a2,n,new_frame
0x4076b0,n,this
0x4076c4,n,allocation_size
0x4076f2,n,this
0x4076f8,n,a2
0x407713,n,draw_changes
0x407715,n,waitingPlayer
0x407717,n,bInMove
0x407719,n,heroId
0x40771a,n,this
0x40774a,n,this
0x407763,n,this
0x407769,n,a1
0x407774,n,bStopMusicToo
0x407775,n,this
0x4079c8,n,window
0x4079c9,n,this
0x4079ec,n,ptr
0x407af5,n,this
0x407afd,n,a4
0x407b26,n,switch 8 cases
0x407b30,n,switch jump
0x407b37,r,jumptable 00407B30 case 1
0x407b7a,r,jumptable 00407B30 case 7
0x407bd8,n,this
0x407be0,n,this
0x407c05,n,z
0x407c0f,n,y
0x407c16,n,x
0x407c42,n,artifact
0x407c44,n,this
0x407c5c,n,this
0x407c62,n,sPtr
0x407c9f,n,this
0x407cad,n,target
0x407cc8,n,artifact
0x407cca,n,this
0x407cea,n,artifact
0x407cec,n,this
0x407d01,n,this
0x407d07,n,limit
0x407d08,n,current_hero
0x407d15,n,this
0x407d18,n,image
0x407d44,n,draw_changes
0x407d46,n,waitingPlayer
0x407d48,n,bInMove
0x407d4a,n,this
0x407d6b,n,this
0x407dac,n,bForceDraw
0x407dae,n,this
0x407dbc,n,bForceDraw
0x407dbe,n,bAllowIntermediateMouse
0x407dc0,n,this
0x407dc9,n,bChangeButton
0x407dcb,n,bReseed
0x407dcd,n,bUpdateScreen
0x407dcf,n,this
0x407dd6,n,this
0x407de1,n,this
0x407e1c,n,bIsRemoteMove
0x407e1e,n,bFoughtBattle
0x407e25,n,bComputerMove
0x407e27,n,bNoMove
0x407e28,n,trigger_point
0x407e3a,n,standEnd
0x407e3b,n,direction
0x407e3c,n,this
0x407e43,n,this
0x407e46,n,updateFlag
0x407e48,n,drawWinSect
0x407e4a,n,iWhich
0x407e97,n,artifact
0x407e99,n,this
0x407ea4,n,this
0x407ec8,n,artifact
0x407eca,n,this
0x407ed5,n,this
0x407ee8,n,retstr
0x407ee9,n,this
0x407f22,n,this
0x407f2b,n,retstr
0x407f5a,n,standEnd
0x407f5c,n,this
0x407fa0,n,this
0x408021,n,bChangeButton
0x408023,n,bReseed
0x408025,n,bUpdateScreen
0x408027,n,this
0x40802e,n,standEnd
0x408030,n,this
0x408043,n,this
0x408047,n,point
0x408048,n,eventCell
0x408059,n,this
0x40806e,n,y
0x40806f,n,x
0x408070,n,this
0x408081,n,mouseY
0x408082,n,mouseX
0x408083,n,this
0x408094,n,this
0x40809a,n,force
0x4080ac,n,this
0x4080b2,n,newMusicFileId
0x4080b8,n,this
0x4080ec,n,this
0x408100,n,bChangeButton
0x408101,n,bReseed
0x408102,n,bUpdateScreen
0x408104,n,this
0x408110,n,updateFlag
0x408112,n,drawWin
0x408114,n,top
0x408116,n,this
0x40811e,n,this
0x40812e,r,jumptable 00407B30 case 6
0x408130,n,this
0x408132,n,this
0x408139,n,this
0x40813f,n,new_set
0x408141,n,new_frame
0x40814f,n,bAlreadyFaded
0x408151,n,this
0x408164,r,jumptable 00407B30 case 3
0x40816d,n,a3
0x40816f,n,this
0x408171,n,this
0x408178,n,this
0x40817e,n,new_set
0x408180,n,new_frame
0x408187,n,this
0x4081fe,n,this
0x408235,n,z
0x408242,n,y
0x408243,n,x
0x408244,n,this
0x40824c,n,bAlreadyFaded
0x40824e,n,this
0x408261,r,jumptable 00407B30 case 2
0x40827c,n,this
0x408282,n,new_set
0x408284,n,new_frame
0x4082a0,n,reset
0x4082ae,n,point
0x4082af,n,this
0x4082b6,n,iMaxSoundsAllowed
0x4082b8,n,this
0x4082bf,n,iHeroID
0x4082c2,n,bQuickView
0x4082c4,n,bAlreadyFaded
0x4082c6,n,bNoDismiss
0x4082e7,n,reset
0x408333,n,point
0x408334,n,this
0x408344,n,this
0x40835b,n,bForceSaveBorder
0x40835d,n,bUpdate
0x40835f,n,this
0x40836b,r,jumptable 00407B30 case 4
0x4083d1,n,this
0x4083d9,n,this
0x4083fe,n,z
0x408408,n,y
0x40840f,n,x
0x408415,n,this
0x40841b,n,draw_changes
0x40842b,n,waitingPlayer
0x40842c,n,bInMove
0x40842e,n,heroId
0x40842f,n,this
0x40843b,r,jumptable 00407B30 case 5
0x4084a0,n,this
0x4084a8,n,this
0x4084cd,n,z
0x4084d7,n,y
0x4084de,n,x
0x4084e4,n,this
0x4084ea,n,update
0x4084fa,n,waitingPlayer
0x4084fb,n,townId
0x4084fc,n,this
0x408508,r,jumptable 00407B30 case 8
0x40850e,n,force
0x408515,n,this
0x40851b,n,new_set
0x40851d,n,new_frame
0x4085b2,n,this
0x4085c4,n,this
0x4085e9,n,z
0x4085f3,n,y
0x4085fa,n,x
0x408600,n,this
0x408610,n,bool
0x408611,n,type_point
0x408612,n,NewmapCell *
0x408613,n,this
0x408620,n,view_towns
0x408622,n,view_heros
0x408624,n,view_mines
0x408626,n,bPartialUpdate
0x408628,n,updateFlag
0x40862a,n,origin
0x40862b,n,this
0x408639,n,bUpdateBottomView
0x40863b,n,bForceDraw
0x408658,n,z
0x408665,n,startY
0x408666,n,startX
0x408667,n,this
0x40866e,n,bForceDraw
0x408670,n,bAllowIntermediateMouse
0x408672,n,this
0x408684,n,newMusicFileId
0x408685,n,this
0x408690,r,jumptable 00407B30 default case
0x4086b0,n,jump table for switch statement
0x40871a,n,int
0x408753,n,this
0x408766,n,iResExtra3
0x408768,n,iResType3
0x40876a,n,iSpecial
0x40876f,n,iResExtra2
0x408771,n,iResType2
0x408773,n,iResExtra1
0x408775,n,cText
0x40877b,n,iResType1
0x40877d,n,y
0x40877f,n,x
0x408781,n,timeOut
0x408786,n,iMBType
0x408790,n,this
0x40879a,n,this
0x4087c0,n,this
0x4087f4,n,this
0x408838,n,this
0x408879,n,this
0x408894,n,newMusicFileId
0x4088b7,n,reset
0x4088ec,n,this
0x4088f5,n,point
0x408951,n,this
0x408954,n,msg
0x408968,n,peventCell
0x408969,n,msg
0x40896a,n,unused
0x40896b,n,this
0x40898b,n,peventCell
0x40898f,n,trigger_point
0x408990,n,exitFlag
0x408991,n,msg
0x408992,n,this
0x4089a0,n,message *
0x4089a6,n,peventCell
0x4089a7,n,msg
0x4089a8,n,unused
0x4089a9,n,this
0x4089bd,n,mouseY
0x4089be,n,mouseX
0x4089bf,n,this
0x4089d3,n,peventCell
0x4089d7,n,trigger_point
0x4089d8,n,exitFlag
0x4089d9,n,msg
0x4089da,n,this
0x408a05,n,bUpdateBottomView
0x408a07,n,bForceDraw
0x408a2e,n,z
0x408a3b,n,startY
0x408a3c,n,startX
0x408a3d,n,this
0x408a44,n,this
0x408a4a,n,w
0x408a4f,n,h
0x408a54,n,y
0x408a56,n,x
0x408abb,n,this
0x408abd,n,point
0x408abe,n,eventCell
0x408b31,n,this
0x408b37,n,whichPlayer
0x408b7e,n,this
0x408bbf,n,this
0x408bc6,n,y
0x408bcc,n,this
0x408c0b,n,switch 81 cases
0x408c1d,n,switch jump
0x408c24,r,jumptable 00408C1D case 57
0x408c45,n,this
0x408c8d,n,bUpdateBottomView
0x408c8f,n,bForceDraw
0x408cb6,n,z
0x408cc0,n,startY
0x408cc1,n,startX
0x408cc2,n,this
0x408cc9,n,bForceDraw
0x408ccb,n,bAllowIntermediateMouse
0x408ccd,n,this
0x408cd7,n,draw_changes
0x408cd9,n,waitingPlayer
0x408cdb,n,bInMove
0x408ce0,n,this
0x408ce2,n,heroId
0x408d1e,n,this
0x408d42,n,this
0x408d58,n,z
0x408d62,n,y
0x408d69,n,x
0x408dc1,n,point
0x408dc2,n,eventCell
0x408dc3,n,this
0x408dd8,r,jumptable 00408C1D case 72
0x408dde,n,bChangeMouse
0x408de0,n,iDir
0x408de2,n,this
0x408e23,n,normal_move_only
0x408e25,n,bWithEvent
0x408e27,n,direction
0x408e32,n,this
0x408e34,n,currHero
0x408e42,n,this
0x408ec4,n,bUpdateBottomView
0x408ec6,n,bForceDraw
0x408eed,n,z
0x408ef7,n,startY
0x408ef8,n,startX
0x408ef9,n,this
0x408f00,n,this
0x408f06,n,w
0x408f0b,n,h
0x408f10,n,y
0x408f12,n,x
0x408f6d,n,this
0x408f8c,n,bIsRemoteMove
0x408fa6,n,bFoughtBattle
0x408faa,n,bComputerMove
0x408faf,n,bNoMove
0x408fb0,n,trigger_point
0x408fb1,n,standEnd
0x408fb3,n,direction
0x408fb4,n,this
0x408fbe,n,updateFlag
0x408fc0,n,drawWinSect
0x408fc2,n,iWhich
0x408fc6,n,this
0x408fce,n,this
0x408fd4,n,force
0x408fde,n,this
0x408fec,n,newMusicFileId
0x408ff7,n,standEnd
0x408ff9,n,this
0x409005,n,point
0x409006,n,eventCell
0x409007,n,this
0x40901b,n,this
0x409030,n,y
0x409031,n,x
0x409032,n,this
0x409043,n,mouseY
0x409044,n,mouseX
0x409045,n,this
0x409056,n,bUpdate
0x409058,n,bDrawWindow
0x40905a,n,force_update
0x40905c,n,this
0x409063,n,this
0x409097,n,this
0x4090ab,n,bChangeButton
0x4090ad,n,bReseed
0x4090af,n,bUpdateScreen
0x4090b1,n,this
0x4090be,n,updateFlag
0x4090c0,n,drawWin
0x4090c2,n,top
0x4090c4,n,this
0x4090cc,n,this
0x4090e5,n,this
0x4090f8,n,this
0x4090fb,n,status
0x409100,n,id
0x409115,r,jumptable 00408C1D case 73
0x40911b,n,bChangeMouse
0x40911d,n,iDir
0x40911f,n,this
0x40913e,r,jumptable 00408C1D case 77
0x409144,n,bChangeMouse
0x409146,n,iDir
0x409148,n,this
0x409167,r,jumptable 00408C1D case 81
0x40916d,n,bChangeMouse
0x40916f,n,iDir
0x409171,n,this
0x409190,r,jumptable 00408C1D case 80
0x409196,n,bChangeMouse
0x409198,n,iDir
0x40919a,n,this
0x4091b9,r,jumptable 00408C1D case 79
0x4091bf,n,bChangeMouse
0x4091c1,n,iDir
0x4091c3,n,this
0x4091e2,r,jumptable 00408C1D case 75
0x4091e8,n,bChangeMouse
0x4091ea,n,iDir
0x4091ec,n,this
0x40920b,r,jumptable 00408C1D case 71
0x409211,n,bChangeMouse
0x409213,n,iDir
0x409215,n,this
0x409234,r,jumptable 00408C1D case 32
0x409270,n,z
0x409272,n,y
0x409274,n,x
0x409276,n,this
0x40928b,r,jumptable 00408C1D case 25
0x4092a0,r,jumptable 00408C1D case 47
0x4092a2,n,iWhatToDraw
0x4092a4,n,this
0x4092b9,r,jumptable 00408C1D case 49
0x4092d1,n,iResExtra3
0x4092d3,n,iResType3
0x4092d5,n,iTimeout
0x4092da,n,iSpecial
0x4092dc,n,iResExtra2
0x4092de,n,iResType2
0x4092e0,n,cText
0x4092e6,n,iResExtra1
0x4092e8,n,iResType1
0x4092ea,n,y
0x4092ec,n,x
0x4092ee,n,iMBType
0x409329,r,jumptable 00408C1D case 38
0x409342,n,iResExtra3
0x409344,n,iResType3
0x409346,n,iTimeout
0x40934b,n,iSpecial
0x40934d,n,iResExtra2
0x40934f,n,iResType2
0x409351,n,cText
0x409357,n,iResExtra1
0x409359,n,iResType1
0x40935b,n,y
0x40935d,n,x
0x40935f,n,iMBType
0x40939a,r,jumptable 00408C1D case 1
0x4093a4,n,iResExtra3
0x4093a6,n,iResType3
0x4093a8,n,iTimeout
0x4093ad,n,iSpecial
0x4093af,n,iResExtra2
0x4093b1,n,iResType2
0x4093b3,n,cText
0x4093b9,n,iResExtra1
0x4093bb,n,iResType1
0x4093bd,n,y
0x4093bf,n,x
0x4093c1,n,iMBType
0x409401,r,jumptable 00408C1D case 31
0x409416,r,jumptable 00408C1D case 23
0x40941c,n,new_set
0x40941e,n,new_frame
0x409425,n,this
0x409445,n,iResExtra3
0x409447,n,iResType3
0x409449,n,iTimeout
0x40944e,n,iSpecial
0x409450,n,iResExtra2
0x409452,n,iResType2
0x409454,n,cText
0x40945a,n,iResExtra1
0x40945c,n,iResType1
0x40945e,n,y
0x409460,n,x
0x409462,n,iMBType
0x40949d,r,jumptable 00408C1D case 20
0x4094bb,n,this
0x409503,n,bUpdateBottomView
0x409505,n,bForceDraw
0x409529,n,z
0x409536,n,startY
0x409537,n,startX
0x409538,n,this
0x40953f,n,bForceDraw
0x409541,n,bAllowIntermediateMouse
0x409543,n,this
0x40954d,n,update
0x40954f,n,waitingPlayer
0x409550,n,townId
0x409551,n,this
0x409566,r,jumptable 00408C1D case 28
0x409579,n,trigger_point
0x40957a,n,this
0x4095a5,n,this
0x4095a7,n,trigger_point
0x4095cd,n,this
0x409615,n,bUpdateBottomView
0x409617,n,bForceDraw
0x40963b,n,z
0x409648,n,startY
0x409649,n,startX
0x40964a,n,this
0x409651,n,bForceDraw
0x409653,n,bAllowIntermediateMouse
0x409655,n,this
0x409662,n,draw_changes
0x409664,n,waitingPlayer
0x409665,n,bInMove
0x409667,n,heroId
0x409668,n,this
0x40967d,n,this
0x409680,n,status
0x409685,n,id
0x40968c,r,"jumptable 00408C1D default case, cases 2-19,21,22,24,26,27,29,30,33-37,39-46,48,50-56,58-70,74,76,78"
0x40969c,n,jump table for switch statement
0x4096ec,n,indirect table for switch statement
0x40974a,n,y
0x40974b,n,this
0x409756,n,this
0x40976e,n,switch 44 cases
0x409782,n,switch jump
0x409789,r,"jumptable 00409782 cases 15-19,39-43"
0x4097b4,n,this
0x4097b6,n,trigger_point
0x4097cb,n,draw_changes
0x4097cd,n,waitingPlayer
0x4097ce,n,bInMove
0x4097d0,n,heroId
0x4097d1,n,this
0x4097dd,r,jumptable 00409782 cases 32-36
0x4097f2,n,this
0x409846,n,bUpdateBottomView
0x409848,n,bForceDraw
0x40986c,n,z
0x409879,n,startY
0x40987a,n,startX
0x40987b,n,this
0x409882,n,this
0x409888,n,w
0x40988d,n,h
0x409892,n,y
0x409894,n,x
0x4098fa,n,this
0x4098fc,n,trigger_point
0x409913,n,update
0x409915,n,waitingPlayer
0x409916,n,townId
0x409917,n,this
0x409920,r,"jumptable 00409782 cases 0,37"
0x409926,n,peventCell
0x409927,n,trigger_point
0x409928,n,msg
0x409929,n,this
0x409932,r,jumptable 00409782 case 1
0x409933,n,this
0x40993a,r,"jumptable 00409782 default case, cases 2-14,20-31,38"
0x40995e,n,iResExtra3
0x409960,n,iResType3
0x409962,n,iTimeout
0x409967,n,iSpecial
0x409969,n,iResExtra2
0x40996b,n,iResType2
0x40996d,n,cText
0x409973,n,iResExtra1
0x409975,n,iResType1
0x409977,n,y
0x409979,n,x
0x40997b,n,iMBType
0x409990,n,jump table for switch statement
0x4099a4,n,indirect table for switch statement
0x4099d9,n,this
0x4099df,n,y
0x4099e5,n,this
0x409a00,n,switch 29 cases
0x409a14,n,switch jump
0x409a1b,r,jumptable 00409A14 case 5
0x409a26,n,player
0x409a32,r,jumptable 00409A14 case 13
0x409a35,n,update
0x409a41,r,jumptable 00409A14 case 14
0x409a44,n,update
0x409a50,r,jumptable 00409A14 case 30
0x409a53,n,up
0x409a5f,r,jumptable 00409A14 case 31
0x409a62,n,up
0x409a6e,r,jumptable 00409A14 case 6
0x409aba,n,this
0x409b02,n,bUpdateBottomView
0x409b04,n,bForceDraw
0x409b2b,n,z
0x409b35,n,startY
0x409b36,n,startX
0x409b37,n,this
0x409b3e,n,bForceDraw
0x409b40,n,bAllowIntermediateMouse
0x409b42,n,this
0x409b4c,n,draw_changes
0x409b4e,n,waitingPlayer
0x409b4f,n,bInMove
0x409b58,n,heroId
0x409b59,n,this
0x409b83,n,this
0x409b8e,n,image
0x409b94,n,this
0x409ba3,n,this
0x409bb2,n,this
0x409bb5,n,status
0x409bba,n,id
0x409bc6,n,this
0x409bc9,n,int
0x409bce,n,int
0x409bda,r,jumptable 00409A14 case 7
0x409bdd,n,this
0x409bdf,n,type_point *
0x409bf6,r,jumptable 00409A14 case 9
0x409c12,n,iResExtra3
0x409c14,n,iResType3
0x409c16,n,iTimeout
0x409c1b,n,iSpecial
0x409c1d,n,iResExtra2
0x409c1f,n,iResType2
0x409c21,n,cText
0x409c27,n,iResExtra1
0x409c29,n,iResType1
0x409c2b,n,y
0x409c2d,n,x
0x409c2f,n,iMBType
0x409c61,r,jumptable 00409A14 case 10
0x409c72,r,jumptable 00409A14 case 12
0x409c82,n,this
0x409c9f,n,iResExtra3
0x409ca1,n,iResType3
0x409ca3,n,iTimeout
0x409ca8,n,iSpecial
0x409caa,n,iResExtra2
0x409cac,n,iResType2
0x409cae,n,cText
0x409cb4,n,iResExtra1
0x409cb6,n,iResType1
0x409cb8,n,y
0x409cba,n,x
0x409cbc,n,iMBType
0x409cd9,n,this
0x409ce9,r,jumptable 00409A14 case 11
0x409ced,n,this
0x409d1c,n,bUpdateBottomView
0x409d1e,n,bForceDraw
0x409d42,n,z
0x409d4f,n,startY
0x409d50,n,startX
0x409d51,n,this
0x409d58,n,bForceDraw
0x409d5a,n,bAllowIntermediateMouse
0x409d5c,n,this
0x409d6c,n,draw_changes
0x409d6e,n,waitingPlayer
0x409d6f,n,bInMove
0x409d76,n,heroId
0x409d77,n,this
0x409d83,r,jumptable 00409A14 case 3
0x409d98,n,reset
0x409da7,n,point
0x409da8,n,this
0x409daf,n,iMaxSoundsAllowed
0x409db1,n,this
0x409db8,n,this
0x409dd2,n,a3
0x409dd3,n,this
0x409dd5,n,this
0x409ddc,n,this
0x409de2,n,force
0x409de8,n,this
0x409dee,n,new_set
0x409def,n,new_frame
0x409e00,n,this
0x409e02,n,bAlreadyFaded
0x409e18,n,bAlreadyFaded
