# NH3API v2.1 IDB functions; hd_va is the HD pressing; retail_rva only where the hdmap
# masked-identity bridge lands (crossbuild-verified correspondence, name still external).
hd_va,name,readable,prototype,retail_rva
0x40fc80,?GetFlaggedObjectOwner@@YAHPAVNewmapCell@@@Z,GetFlaggedObjectOwner,int (__fastcall ?GetFlaggedObjectOwner@@YAHPAVNewmapCell@@@Z)(NewmapCell* thisCell),0xfd20
0x40fd90,?DrawHeroPart@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z,advManager_DrawHeroPart,"void (__thiscall ?DrawHeroPart@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z)(advManager* this, int part, TDrawParts* heroParts, int baseX, int baseY, int tileX, int tileY, int tileW, int tileH)",
0x410220,?DrawHeroPartShadow@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z,advManager_DrawHeroPartShadow,"void (__thiscall ?DrawHeroPartShadow@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z)(advManager* this, int part, TDrawParts* heroParts, int baseX, int baseY, int tileX, int tileY, int tileW, int tileH)",
0x4106c0,?DrawBoatPart@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z,advManager_DrawBoatPart,"void (__thiscall ?DrawBoatPart@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z)(advManager* this, int part, TDrawParts* boarParts, int baseX, int baseY, int tileX, int tileY, int tileW, int tileH)",
0x410910,?DrawBoatPartShadow@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z,advManager_DrawBoatPartShadow,"void (__thiscall ?DrawBoatPartShadow@advManager@@QAAXHAAUTDrawParts@@HHHHHH@Z)(advManager* this, int part, TDrawParts* boatParts, int baseX, int baseY, int tilex, int tiley, int tilew, int tileh)",
0x410b60,?DrawAdvObj@advManager@@QAAXHHHHH@Z,advManager_DrawAdvObj,"void (__thiscall ?DrawAdvObj@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int z, int destX, int destY)",
0x4114f0,?DrawAdvObjShadow@advManager@@QAAXHHHHH@Z,advManager_DrawAdvObjShadow,"void (__thiscall ?DrawAdvObjShadow@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int Z, int destX, int destY)",
0x411ae0,?DrawRiver@advManager@@QAAXHHHHH@Z,advManager_DrawRiver,"void (__thiscall ?DrawRiver@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int Z, int destX, int destY)",
0x411cc0,?DrawRoad@advManager@@QAAXHHHHH@Z,advManager_DrawRoad,"void (__thiscall ?DrawRoad@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int8 Z, int destX, int destY)",
0x411eb0,?DrawArrowShadow@advManager@@QAAXHHHHH@Z,advManager_DrawArrowShadow,"void (__thiscall ?DrawArrowShadow@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int z, int destX, int destY)",
0x412010,?DrawArrow@advManager@@QAAXHHHHH@Z,advManager_DrawArrow,"void (__thiscall ?DrawArrow@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int z, int destX, int destY)",
0x412180,?DrawShroud@advManager@@QAAXHHHHH@Z,advManager_DrawShroud,"void (__thiscall ?DrawShroud@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int scrY, int Z, int destX, int destY)",
0x4123d0,?DrawUnderlay@advManager@@QAAXHHHHH@Z,advManager_DrawUnderlay,"void (__thiscall ?DrawUnderlay@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int z, int destX, int destY)",
0x412860,?DrawGround@advManager@@QAAXHHHHH@Z,advManager_DrawGround,"void (__thiscall ?DrawGround@advManager@@QAAXHHHHH@Z)(advManager* this, int srcX, int srcY, int z, int destX, int destY)",
0x412b30,?GetCell@advManager@@QAAPAVNewmapCell@@Utype_point@@@Z,advManager_GetCell,"NewmapCell* (__thiscall ?GetCell@advManager@@QAAPAVNewmapCell@@Utype_point@@@Z)(advManager* this, type_point point)",0x12bd0
0x412ba0,?UpdateRadar@advManager@@QAAXUtype_point@@_N1111@Z,advManager_UpdateRadar,"void (__thiscall ?UpdateRadar@advManager@@QAAXUtype_point@@_N1111@Z)(advManager* this, type_point origin, bool updateFlag, bool bPartialUpdate, bool view_mines, bool view_heros, bool view_towns)",0x12c40
0x4136f0,?UpdateRadar@advManager@@QAAX_N0000@Z,advManager_UpdateRadar,"void (__thiscall ?UpdateRadar@advManager@@QAAX_N0000@Z)(advManager* this, bool updateFlag, bool bPartialUpdate, bool view_mines, bool view_heroes, bool view_towns)",0x13790
0x413720,?QuickInfo@advManager@@QAAXHHH@Z,advManager_QuickInfo,"void (__thiscall ?QuickInfo@advManager@@QAAXHHH@Z)(advManager* this, int cellX, int cellY, int z)",
0x415cc0,?OverrideBottomView@advManager@@QAAXW4EBottomViewType@1@H@Z,advManager_OverrideBottomView,"void (__thiscall ?OverrideBottomView@advManager@@QAAXW4EBottomViewType@1@H@Z)(advManager* this, advManager::EBottomViewType view, int time)",0x15d60
0x415d40,?UpdBottomView@advManager@@QAAX_N00@Z,advManager_UpdBottomView,"void (__thiscall ?UpdBottomView@advManager@@QAAX_N00@Z)(advManager* this, bool force_update, bool bDrawWindow, bool bUpdate)",0x15de0
0x415e80,?UpdBottomViewEnemyTurn@advManager@@AAA_N_N@Z,advManager_UpdBottomViewEnemyTurn,"bool (__thiscall ?UpdBottomViewEnemyTurn@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x415f10,?UpdBottomViewNewTurn@advManager@@AAA_N_N@Z,advManager_UpdBottomViewNewTurn,"bool (__thiscall ?UpdBottomViewNewTurn@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x415fc0,?BVResMsg@advManager@@QAAXPBDHH@Z,advManager_BVResMsg,"void (__thiscall ?BVResMsg@advManager@@QAAXPBDHH@Z)(advManager* this, int8* cMsg, int iResType, int iResQty)",0x16060
0x4160c0,?UpdBottomViewResMsg@advManager@@AAA_N_N@Z,advManager_UpdBottomViewResMsg,"bool (__thiscall ?UpdBottomViewResMsg@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x416170,?BVMessage@advManager@@QAAXPBD@Z,advManager_BVMessage,"void (__thiscall ?BVMessage@advManager@@QAAXPBD@Z)(advManager* this, int8* cMsg)",0x16210
0x416250,?UpdBottomViewMessage@advManager@@AAA_N_N@Z,advManager_UpdBottomViewMessage,"bool (__thiscall ?UpdBottomViewMessage@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x416300,?UpdBottomViewKingdom@advManager@@AAA_N_N@Z,advManager_UpdBottomViewKingdom,"bool (__thiscall ?UpdBottomViewKingdom@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x4163b0,?UpdBottomViewHero@advManager@@AAA_N_N@Z,advManager_UpdBottomViewHero,"bool (__thiscall ?UpdBottomViewHero@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x416450,?UpdBottomViewTown@advManager@@AAA_N_N@Z,advManager_UpdBottomViewTown,"bool (__thiscall ?UpdBottomViewTown@advManager@@AAA_N_N@Z)(advManager* this, bool force_update)",
0x4164f0,?HeroQuickView@advManager@@QAAXHHH_N@Z,advManager_HeroQuickView,"void (__thiscall ?HeroQuickView@advManager@@QAAXHHH_N@Z)(advManager* this, int heroId, int x, int y, bool display_drop_shadow)",
0x416700,?TownQuickView@advManager@@QAAXHHH_N@Z,advManager_TownQuickView,"void (__thiscall ?TownQuickView@advManager@@QAAXHHH_N@Z)(advManager* this, int townId, int x, int y, BOOL display_drop_shadow)",
0x416ee0,?garrison_quick_view@advManager@@AAAXHHH@Z,advManager_garrison_quick_view,"void (__thiscall ?garrison_quick_view@advManager@@AAAXHHH@Z)(advManager* this, int id, int x, int y)",
0x4170b0,?MonsterQuickView@advManager@@QAAXPBVNewmapCell@@HH@Z,advManager_MonsterQuickView,"int (__thiscall ?MonsterQuickView@advManager@@QAAXPBVNewmapCell@@HH@Z)(advManager* this, NewmapCell* cell, int cellX, int cellY)",
0x417380,?RedrawAdvScreen@advManager@@QAAX_N0@Z,advManager_RedrawAdvScreen,"void (__thiscall ?RedrawAdvScreen@advManager@@QAAX_N0@Z)(advManager* this, bool bUpdate, bool bForceSaveBorder)",0x17420
0x4174d0,?DeactivateCurrTown@advManager@@QAAX_N@Z,advManager_DeactivateCurrTown,"void (__thiscall ?DeactivateCurrTown@advManager@@QAAX_N@Z)(advManager* this, bool32 waitingPlayer)",0x17570
0x417500,?DeactivateCurrHero@advManager@@QAAX_N@Z,advManager_DeactivateCurrHero,"void (__thiscall ?DeactivateCurrHero@advManager@@QAAX_N@Z)(advManager* this, bool32 waitingPlayer)",0x175a0
0x417540,?MobilizeCurrHero@advManager@@QAAXH_N0@Z,advManager_MobilizeCurrHero,"void (__thiscall ?MobilizeCurrHero@advManager@@QAAXH_N0@Z)(advManager* this, bool32 bInMove, bool waitingPlayer, bool draw_changes)",0x175e0
0x4175e0,?DemobilizeCurrHero@advManager@@QAEXXZ,advManager_DemobilizeCurrHero,void (__thiscall ?DemobilizeCurrHero@advManager@@QAEXXZ)(advManager* this),0x17680
0x417790,?SetTownContext@advManager@@QAAXH_N0@Z,advManager_SetTownContext,"void (__thiscall ?SetTownContext@advManager@@QAAXH_N0@Z)(advManager* this, int townId, bool waitingPlayer, bool update)",0x17830
0x417a80,?SetHeroContext@advManager@@QAAXHH_N0@Z,advManager_SetHeroContext,"void (__thiscall ?SetHeroContext@advManager@@QAAXHH_N0@Z)(advManager* this, int heroId, bool32 bInMove, bool waitingPlayer, bool32 draw_changes)",0x17b20
0x4180c0,?SaveGame@@YA_N_N@Z,SaveGame,bool (__fastcall ?SaveGame@@YA_N_N@Z)(bool flag),
0x418330,?SetEnvironmentOrigin@advManager@@QAAXUtype_point@@H@Z,advManager_SetEnvironmentOrigin,"void (__thiscall ?SetEnvironmentOrigin@advManager@@QAAXUtype_point@@H@Z)(advManager* this, type_point point, int reset)",0x183d0
0x418580,?GetSoundId@advManager@@QAA?AW4e_looping_sound_id@@HHH@Z,advManager_GetSoundId,"e_looping_sound_id (__thiscall ?GetSoundId@advManager@@QAA?AW4e_looping_sound_id@@HHH@Z)(advManager* this, int x, int y, int z)",0x18620
0x418b70,?InsertSound@advManager@@QAAXHHHHH@Z,advManager_InsertSound,"void (__thiscall ?InsertSound@advManager@@QAAXHHHHH@Z)(advManager* this, int x, int y, int z, int soundPriority, int soundsType)",0x18c10
0x418d30,?ShowRoute@advManager@@QAAXHHH@Z,advManager_ShowRoute,"void (__thiscall ?ShowRoute@advManager@@QAAXHHH@Z)(advManager* this, bool32 bUpdateScreen, bool32 bReseed, bool32 bChangeButton)",
0x419210,??0type_point@@QAA@FFF@Z,type_point_ctor,"type_point* (__thiscall ??0type_point@@QAA@FFF@Z)(type_point* this, int16 new_x, int16 new_y, int16 new_z)",
0x419260,?HideRoute@advManager@@QAAXHHH@Z,advManager_HideRoute,"void (__thiscall ?HideRoute@advManager@@QAAXHHH@Z)(advManager* this, int bUpdateScreen, int bRemoveTarget, int bChangeButton)",
0x4193b0,?CheckDimNextHeroBut@advManager@@QAAXXZ,advManager_CheckDimNextHeroBut,void (__thiscall ?CheckDimNextHeroBut@advManager@@QAAXXZ)(advManager* this),
0x419400,?SeedTo@advManager@@QAAXUtype_point@@@Z,advManager_SeedTo,"void (__thiscall ?SeedTo@advManager@@QAAXUtype_point@@@Z)(advManager* this, type_point target)",0x194a0
0x4194d0,?ForceNewHover@advManager@@QAAXXZ,advManager_ForceNewHover,void (__thiscall ?ForceNewHover@advManager@@QAAXXZ)(advManager* this),0x19570
0x419520,?ScreenScroll@advManager@@QAAXHH@Z,advManager_ScreenScroll,"void (__thiscall ?ScreenScroll@advManager@@QAAXHH@Z)(advManager* this, int iDir, int bChangeMouse)",
0x419780,?CheckScreenScroll@advManager@@QAAXXZ,advManager_CheckScreenScroll,void (__thiscall ?CheckScreenScroll@advManager@@QAAXXZ)(advManager* this),
0x4198f0,?SetInitialMapOrigin@advManager@@QAAXXZ,advManager_SetInitialMapOrigin,void (__thiscall ?SetInitialMapOrigin@advManager@@QAAXXZ)(advManager* this),
0x419be0,?PopupPlayerTurnInfo@@YAXXZ,PopupPlayerTurnInfo,,
0x419d60,?StartLocalPlayerTurn@advManager@@QAAXXZ,advManager_StartLocalPlayerTurn,void (__thiscall ?StartLocalPlayerTurn@advManager@@QAAXXZ)(advManager* this),
0x41a060,?LoadRemote@advManager@@QAAX_N@Z,advManager_LoadRemote,"void (__thiscall ?LoadRemote@advManager@@QAAX_N@Z)(advManager* this, bool makeOrig)",
0x41a140,?TrimLoopingSounds@advManager@@QAAXH@Z,advManager_TrimLoopingSounds,"void (__thiscall ?TrimLoopingSounds@advManager@@QAAXH@Z)(advManager* this, int iMaxSoundsAllowed)",0x1a1e0
0x41a240,?DisableButtons@advManager@@QAAXXZ,advManager_DisableButtons,void (__thiscall ?DisableButtons@advManager@@QAAXXZ)(advManager* this),
0x41a300,?EnableButtons@advManager@@QAAXXZ,advManager_EnableButtons,void (__thiscall ?EnableButtons@advManager@@QAAXXZ)(advManager* this),
0x41a3c0,?FindAdjacentMonster@advManager@@QAA_NUtype_point@@AAU2@0@Z,advManager_FindAdjacentMonster,"bool (__thiscall ?FindAdjacentMonster@advManager@@QAA_NUtype_point@@AAU2@0@Z)(advManager* this, type_point point, type_point* result, type_point excluded)",0x1a460
0x41a5c0,?ComputeAdvNetControl@@YAXXZ,ComputeAdvNetControl,,
0x41a6b0,?MapExtraPosAndAdjacentsSet@@YAHHHHE@Z,MapExtraPosAndAdjacentsSet,"int (__fastcall ?MapExtraPosAndAdjacentsSet@@YAHHHHE@Z)(int x, int y, int z, uchar bit)",
0x41a750,?ViewPuzzle@advManager@@QAEXH@Z,advManager_ViewPuzzle,void (__thiscall ?ViewPuzzle@advManager@@QAEXH@Z)(advManager* this),
0x41aa60,?DoAdventureOptions@advManager@@QAAXXZ,advManager_DoAdventureOptions,void (__thiscall ?DoAdventureOptions@advManager@@QAAXXZ)(advManager* this),
0x41ab60,?DoSystemOptions@advManager@@QAA_NXZ,advManager_DoSystemOptions,bool (__thiscall ?DoSystemOptions@advManager@@QAA_NXZ)(advManager* this),
0x41ad10,?MoreTreesNear@advManager@@QAAHUtype_point@@@Z,advManager_MoreTreesNear,"int (__thiscall ?MoreTreesNear@advManager@@QAAHUtype_point@@@Z)(advManager* this, type_point point)",
0x41af70,?GetRouteArrayPtr@advManager@@QAAPAGHHH@Z,advManager_GetRouteArrayPtr,"ushort* (__thiscall ?GetRouteArrayPtr@advManager@@QAAPAGHHH@Z)(advManager* this, int x, int y, int z)",
0x41afa0,??0CAdvPopup@@QAA@HHHHI@Z,CAdvPopup_ctor,"CAdvPopup* (__thiscall ??0CAdvPopup@@QAA@HHHHI@Z)(CAdvPopup* this, int winX, int winY, int winWidth, int winHeight, heroWindow::TAttribute winType)",0x1b040
0x41b040,??_GCAdvPopup@@UAAPAXI@Z,op_GCAdvPopup,"void (__thiscall ??_GCAdvPopup@@UAAPAXI@Z)(CAdvPopup* this, int8 flag)",
0x41b070,??1CHeroWindowEx@@UAA@XZ,CHeroWindowEx_dtor,void (__thiscall ??1CHeroWindowEx@@UAA@XZ)(CHeroWindowEx* this),0x1b110
0x41b080,??1CAdvPopup@@UAA@XZ,CAdvPopup_dtor,void (__thiscall ??1CAdvPopup@@UAA@XZ)(CAdvPopup* this),0x1b120
0x41b0f0,?ExitDialog@CAdvPopup@@MAAHAAUmessage@@@Z,CAdvPopup_ExitDialog,"int (__thiscall ?ExitDialog@CAdvPopup@@MAAHAAUmessage@@@Z)(CAdvPopup* this, message* msg)",
0x41b120,?WindowHandler@CAdvPopup@@UAAHAAUmessage@@@Z,CAdvPopup_WindowHandler,"int (__thiscall ?WindowHandler@CAdvPopup@@UAAHAAUmessage@@@Z)(CAdvPopup* this, message* msg)",
0x41b1b0,??Y?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAAAAV01@ABV01@@Z,std_D_DU_char_traits_op_Y_basic_string,"std::string* (__thiscall ??Y?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAAAAV01@ABV01@@Z)(std::string* this, std::string* other, uint a3, unsigned int a4)",
0x41b2a0,std::string::append,,"std::string* (__thiscall std::string::append)(std::string* this, void*, unsigned int)",
0x41b370,throw_invalid_bitset_position,,,
0x41b440,vector_insert_41B440,,"void (__thiscall vector_insert_41B440)(std::vector* this, void* P, unsigned int M, void* X)",
0x41b690,init_bitset_41B690,,,
0x41b6b0,sub_41B6B0,,,
0x41b940,sub_41B940,,,
0x41b960,sub_41B960,,"std::exception* (__thiscall sub_41B960)(std::exception* this, std::exception*)",
0x41bad0,sub_41BAD0,,"std::exception* (__thiscall sub_41BAD0)(std::exception* this, std::exception*)",
0x41bc40,sub_41BC40,,"std::exception* (__thiscall sub_41BC40)(std::runtime_error* this, std::string*)",
0x41bdb0,?what@logic_error@std@@UBEPBDXZ,std_logic_error_what,int8* (__thiscall ?what@logic_error@std@@UBEPBDXZ)(void* this),
0x41bdc0,?_Doraise@runtime_error@std@@MBEXXZ,std_runtime_error_Doraise,,
0x41bde0,sub_41BDE0,,"std::exception* (__thiscall sub_41BDE0)(std::exception* this, std::exception*)",
0x41bf40,sub_41BF40,,,
0x41bf60,sub_41BF60,,"std::string* (__thiscall sub_41BF60)(std::string* this, uint, unsigned int)",
0x41c080,init_bitset_41C080,,,
0x41c0a0,init_bitset_41C0A0,,,
0x41c100,init_bitset_41C100,,,
0x41c160,init_bitset_41C160,,,
0x41c1d0,sub_41C1D0,,,
0x41c230,sub_41C230,,,
0x41c290,sub_41C290,,,
0x41c2f0,sub_41C2F0,,,
0x41c350,sub_41C350,,,
0x41c3b0,sub_41C3B0,,,
0x41c410,sub_41C410,,,
0x41c470,?CheckCastSpell@advManager@@QAAXXZ,advManager_CheckCastSpell,void (__thiscall ?CheckCastSpell@advManager@@QAAXXZ)(advManager* this),
0x41c610,?CastSpell@advManager@@QAAXW4SpellID@@@Z,advManager_CastSpell,"void (__thiscall ?CastSpell@advManager@@QAAXW4SpellID@@@Z)(advManager* this, SpellID spell)",
0x41ca20,?SummonBoat@advManager@@QAAXW4TSkillMastery@@@Z,advManager_SummonBoat,"void (__thiscall ?SummonBoat@advManager@@QAAXW4TSkillMastery@@@Z)(advManager* this, TSkillMastery mastery)",
0x41cf70,?SkuttleBoat@advManager@@QAAXW4TSkillMastery@@@Z,advManager_SkuttleBoat,"void (__thiscall ?SkuttleBoat@advManager@@QAAXW4TSkillMastery@@@Z)(advManager* this, TSkillMastery mastery)",
0x41d210,?DimensionDoor@advManager@@QAAXW4TSkillMastery@@@Z,advManager_DimensionDoor,"void (__thiscall ?DimensionDoor@advManager@@QAAXW4TSkillMastery@@@Z)(advManager* this, TSkillMastery mastery)",
0x41d4e0,?TownGate@advManager@@QAAXW4TSkillMastery@@@Z,advManager_TownGate,"void (__thiscall ?TownGate@advManager@@QAAXW4TSkillMastery@@@Z)(advManager* this, TSkillMastery mastery)",
0x41dab0,?TeleportTo@advManager@@QAAXPAVhero@@Utype_point@@PBD_N33@Z,advManager_TeleportTo,"void (__thiscall ?TeleportTo@advManager@@QAAXPAVhero@@Utype_point@@PBD_N33@Z)(advManager* this, hero* who, type_point destination, int8* sample_name, bool bIsRemoteMove, bool draw_changes, bool32 is_replay)",
0x41df20,init_41DF20,,,
0x41df40,init_bitset_41DF40,,,
0x41dfa0,init_bitset_41DFA0,,,
0x41e000,init_bitset_41E000,,,
0x41e070,init_bitset_41E070,,,
0x41e0d0,init_bitset_41E0D0,,,
0x41e130,init_bitset_41E130,,,
0x41e190,init_bitset_41E190,,,
0x41e1f0,init_bitset_41E1F0,,,
0x41e250,init_bitset_41E250,,,
0x41e2b0,init_bitset_41E2B0,,,
0x41e310,?ChooseBallistaTarget@combatManager@@QAAHHHH@Z,combatManager_ChooseBallistaTarget,"int (__thiscall ?ChooseBallistaTarget@combatManager@@QAAHHHH@Z)(combatManager* this, int target_group, int attack_skill, int average_damage)",
0x41e5c0,?failed_siege@combatManager@@QAA_NXZ,combatManager_failed_siege,bool (__thiscall ?failed_siege@combatManager@@QAA_NXZ)(combatManager* this),
0x41e6f0,?AICheckRetreat@combatManager@@QAA_NXZ,combatManager_AICheckRetreat,bool (__thiscall ?AICheckRetreat@combatManager@@QAA_NXZ)(combatManager* this),
0x41ec40,?get_total_combat_value@combatManager@@QBAJJJJ_N@Z,combatManager_get_total_combat_value,"int (__thiscall ?get_total_combat_value@combatManager@@QBAJJJJ_N@Z)(combatManager* this, int side, int lowest_attack, int lowest_defense, bool include_cripples)",0x1eac0
0x41ed00,?choose_shooter_target@combatManager@@ABAJPBVarmy@@AAVtype_AI_combat_parameters@@AAJ@Z,combatManager_choose_shooter_target,"int (__thiscall ?choose_shooter_target@combatManager@@ABAJPBVarmy@@AAVtype_AI_combat_parameters@@AAJ@Z)(combatManager* this, army* current_army, type_AI_combat_parameters* data, int* best_value)",
0x41ef20,get_area_attack_value,,"int (__fastcall get_area_attack_value)(army* current_army, int hex, int our_group, type_AI_combat_parameters* data)",
0x41f020,?choose_cyclops_action@combatManager@@QAA_NJJAAVtype_AI_combat_parameters@@@Z,combatManager_choose_cyclops_action,"bool (__thiscall ?choose_cyclops_action@combatManager@@QAA_NJJAAVtype_AI_combat_parameters@@@Z)(combatManager* this, int best_value, int side, type_AI_combat_parameters* estimate)",
0x41f1e0,?choose_shooter_action@combatManager@@AAAXPBVarmy@@_NJ@Z,combatManager_choose_shooter_action,"bool (__thiscall ?choose_shooter_action@combatManager@@AAAXPBVarmy@@_NJ@Z)(combatManager* this, army* current_army, bool simulated, int side)",
0x41f2c0,?find_move_order@combatManager@@QAAXPAV?$vector@PAVarmy@@V?$allocator@PAVarmy@@@std@@@std@@@Z,combatManager_find_move_order,"void (__thiscall ?find_move_order@combatManager@@QAAXPAV?$vector@PAVarmy@@V?$allocator@PAVarmy@@@std@@@std@@@Z)(combatManager* this, std::vector* order)",0x1f140
0x41f500,army::cannot_move,,bool (__thiscall army::cannot_move)(army* this),
0x41f530,?get_attack_change@combatManager@@AAAJPBVarmy@@0AAVtype_AI_combat_parameters@@@Z,combatManager_get_attack_change,"int (__thiscall ?get_attack_change@combatManager@@AAAJPBVarmy@@0AAVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, army* enemy, type_AI_combat_parameters* data)",
0x41f700,?move_toward@combatManager@@AAA_NPBVarmy@@JPBJ_N@Z,combatManager_move_toward,"bool (__thiscall ?move_toward@combatManager@@AAA_NPBVarmy@@JPBJ_N@Z)(combatManager* this, army* current_army, int target_hex, int* enemy_attacks, bool consider_waiting)",
0x41fa10,?can_cast_spells@combatManager@@QBA_NJ_N@Z,combatManager_can_cast_spells,"bool (__thiscall ?can_cast_spells@combatManager@@QBA_NJ_N@Z)(combatManager* this, int side, bool hero_spell)",0x1f890
0x41faa0,?get_area_effect@combatManager@@ABAJJPBVarmy@@JABVtype_AI_combat_parameters@@@Z,combatManager_get_area_effect,"int (__thiscall ?get_area_effect@combatManager@@ABAJJPBVarmy@@JABVtype_AI_combat_parameters@@@Z)(combatManager* this, int side, army* our_army, int marked_enemies, type_AI_combat_parameters* estimate)",
0x41fce0,?mark_friendly_armies@combatManager@@ABAXPBVarmy@@PAJJABVtype_AI_combat_parameters@@@Z,combatManager_mark_friendly_armies,"void (__thiscall ?mark_friendly_armies@combatManager@@ABAXPBVarmy@@PAJJABVtype_AI_combat_parameters@@@Z)(combatManager* this, army* our_army, int* enemy_attacks, int marked_enemies, type_AI_combat_parameters* estimates)",
0x41fee0,?mark_multiheaded_enemy@combatManager@@ABAXPBVarmy@@0PAJJPAVsearchArray@@ABVtype_AI_combat_parameters@@@Z,combatManager_mark_multiheaded_enemy,"void (__thiscall ?mark_multiheaded_enemy@combatManager@@ABAXPBVarmy@@0PAJJPAVsearchArray@@ABVtype_AI_combat_parameters@@@Z)(combatManager* this, army* our_army, army* enemy, int* enemy_attacks, int limit_value, searchArray* search_array, type_AI_combat_parameters* estimate)",
0x4201e0,army_004201E0,,"void (__fastcall army_004201E0)(army* this, int grid_index, int adjacent_first, int adjacent_last, int speed, searchArray* search_array, std::vector_int_* attack_hexes)",
0x4203e0,?mark_enemy_attacks@combatManager@@ABAXPBVarmy@@PAJAAJABVtype_AI_combat_parameters@@@Z,combatManager_mark_enemy_attacks,"void (__thiscall ?mark_enemy_attacks@combatManager@@ABAXPBVarmy@@PAJAAJABVtype_AI_combat_parameters@@@Z)(combatManager* this, army* our_army, int* enemy_attacks, int* dangerous_enemies, type_AI_combat_parameters* estimate)",
0x420750,?choose_defense_hex@combatManager@@AAA_NPBVarmy@@0AAJ1PBVsearchArray@@@Z,combatManager_choose_defense_hex,"bool (__thiscall ?choose_defense_hex@combatManager@@AAA_NPBVarmy@@0AAJ1PBVsearchArray@@@Z)(combatManager* this, army* current_army, army* client, int* best_hex, int* open_hexes, searchArray* search_array)",
0x4208e0,?attempt_shooter_defense@combatManager@@AAA_NPBVarmy@@PBVsearchArray@@ABVtype_AI_combat_parameters@@@Z,combatManager_attempt_shooter_defense,"bool (__thiscall ?attempt_shooter_defense@combatManager@@AAA_NPBVarmy@@PBVsearchArray@@ABVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, searchArray* search_array, type_AI_combat_parameters* estimate)",
0x420a70,?choose_to_run@combatManager@@AAA_NPBVarmy@@PBJPBVsearchArray@@@Z,combatManager_choose_to_run,"bool (__thiscall ?choose_to_run@combatManager@@AAA_NPBVarmy@@PBJPBVsearchArray@@@Z)(combatManager* this, army* our_army, int* enemy_attacks, searchArray* search_array)",
0x420c00,?has_ranged_advantage@combatManager@@AAA_NAAVtype_AI_combat_parameters@@@Z,combatManager_has_ranged_advantage,bool (__fastcall ?has_ranged_advantage@combatManager@@AAA_NAAVtype_AI_combat_parameters@@@Z)(combatManager* this),
0x420e70,unwind_420E70,,int (__thiscall unwind_420E70)(void* this),
0x420ea0,?choose_creature_spell@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z,combatManager_choose_creature_spell,"bool (__thiscall ?choose_creature_spell@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, int* best_value, type_AI_combat_parameters* estimate)",
0x421080,?SOD_choose_faerie_dragon_spell@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z,combatManager_SOD_choose_faerie_dragon_spell,"bool (__thiscall ?SOD_choose_faerie_dragon_spell@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, int* best_value, type_AI_combat_parameters* estimate)",
0x421180,?choose_resurrect_action@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z,combatManager_choose_resurrect_action,"bool (__thiscall ?choose_resurrect_action@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, int* best_value, type_AI_combat_parameters* estimate)",
0x421400,?choose_spell_action@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z,combatManager_choose_spell_action,"bool (__thiscall ?choose_spell_action@combatManager@@AAA_NPBVarmy@@AAJAAVtype_AI_combat_parameters@@@Z)(combatManager* this, army* current_army, int* best_value, type_AI_combat_parameters* estimate)",
0x421570,?should_stay_in_castle@combatManager@@AAA_NAAVtype_AI_combat_parameters@@@Z,combatManager_should_stay_in_castle,"bool (__thiscall ?should_stay_in_castle@combatManager@@AAA_NAAVtype_AI_combat_parameters@@@Z)(combatManager* this, type_AI_combat_parameters* params)",
