# MANUALLY MANAGED - reviewed rows; hand-owned after admission.
# Every verified function span in the pinned PEF code section; names
# come from source MAC_ADDRESS claims, the runtime maps and glue map.
# exe: Heroes PEF sha256=650be8880cfda81ffa7704ce3bcdb9c5a6528f67afdf77c0c0c63e8259250d86 size=3418835
# Offsets are relative to PEF code section 0; lowercase 0x hex.
offset	size
0x275aa4	0x98
0x275b3c	0x24
0x275b60	0x68
0x275bcc	0x10
0x275be0	0x14
0x275bf4	0x24
0x275c18	0x14
0x275c2c	0x54
0x275c80	0x1e0
0x275e60	0xac
0x275f0c	0x94
0x275fa0	0x58
0x275ff8	0x6c
0x276064	0x8
0x27606c	0x8
0x276074	0x60
0x2760d4	0x8
0x2760dc	0x74
0x276150	0x8
0x276158	0x20
0x276178	0x1c
0x276194	0x40
0x2761d4	0xa8
0x27627c	0x88
0x2763d8	0x28
0x276400	0x10
0x276410	0x54
0x276464	0x178
0x2765dc	0xc0
0x27669c	0x304
0x2769a0	0x320
0x276cc0	0xa0
0x276d60	0x50
0x276db0	0x58
0x276e08	0x4c
0x276e54	0x68
0x276ebc	0xf0
0x276fac	0x64
0x277010	0x12c
0x27713c	0x120
0x27725c	0x28
0x277284	0x38
0x2772bc	0x5c
0x277318	0x68
0x277380	0x64
0x2773e4	0x14c
0x277530	0x8
0x277538	0x80
0x2775b8	0x38
0x2775f0	0x98
0x277688	0x4c
0x2776d4	0x70
0x277744	0x78
0x2777bc	0x5c
0x277818	0x30
0x277848	0x60
0x2778a8	0x3c
0x2778e4	0xc
0x2778f0	0x50
0x277940	0x38
0x277978	0x30
0x2779a8	0x64
0x277a0c	0x10
0x277a1c	0xd8
0x277af4	0x6c
0x277b60	0x10
0x277b70	0x54
0x277bc4	0x148
0x277d0c	0x50
0x277d5c	0x74
0x277dd0	0x58
0x277e28	0x64
0x277e8c	0x84
0x277f10	0x68
0x277f78	0x7c
0x277ff4	0x74
0x278068	0x40
0x2780a8	0x58
0x278100	0x2c
0x27812c	0xc0
0x2781ec	0xb4
0x2782ec	0xc
0x2782f8	0x54
0x27834c	0x144
0x278490	0x68
0x2784f8	0x8c
0x278584	0x10
0x278594	0xa4
0x278638	0x70
0x2786a8	0xc
0x2786b4	0x54
0x278708	0x50
0x278758	0x10
0x278768	0x158
0x2788c0	0x24
0x2788e4	0x14
0x2788f8	0x68
0x278960	0x10
0x278970	0x8
0x278978	0x8
0x278980	0x8
0x278988	0x8
0x278990	0x8
0x278998	0x8
0x2789a0	0x8
0x2789a8	0xc
0x2789b4	0x10c
0x278ac0	0x48
0x278b08	0x8c
0x278b94	0x128
0x278cbc	0x128
0x278de4	0x174
0x278f58	0x34
0x278f8c	0x9c
0x279028	0x8
0x279030	0x1b8
0x2791e8	0x37c
0x279b80	0x6c
0x279bec	0x38
0x279c24	0x7c
0x279ca0	0x98
0x279d38	0x5b8
0x27a2f0	0x330
0x27a620	0x2c4
0x27a8e4	0x150
0x27aa34	0x1b4
0x27abe8	0x64
0x27ac4c	0x54
0x27aca0	0x18c
0x27ae2c	0x188
0x27afb4	0xdc
0x27b090	0x21c
0x27b2ac	0x94
0x27b340	0x1e0
0x27b520	0xc8
0x27b5e8	0x54
0x27b63c	0x2c
0x27b668	0x68
0x27b6d0	0x150
0x27b820	0x64
0x27b884	0x9fc
0x27c280	0x124
0x27c3a4	0x44
0x27c3e8	0xf0
0x27c4d8	0x48
0x27c520	0x40
0x27c560	0x48
0x27c5a8	0x30
0x27c5d8	0x84
0x27c65c	0x44
0x27c6a0	0x30
0x27c6d0	0x60
0x27c730	0x48
0x27c778	0x50
0x27c7c8	0x24
0x27c7ec	0x44
0x27c830	0x44
0x27c874	0x2fc
0x27cb70	0x1fc
0x27cd6c	0x2c
0x27cd98	0x1e8
0x27cf80	0x13c
0x27d0bc	0xc
0x27d0c8	0xc
0x27d0d4	0x54
0x27d128	0x50
0x27d178	0x13c
0x27d2b4	0xd0
0x27d384	0x194
0x27d518	0x190
0x27d6a8	0xd4
0x27d77c	0x40
0x27d7bc	0x1ac
0x27d968	0x78
0x27d9e0	0x40
0x27da20	0x80
0x27daa0	0x24
0x27dac4	0x4c
0x27db10	0xd8
0x27dbe8	0x40
0x27dc28	0x60
0x27dc88	0x8
0x27dc90	0x8
0x27dc98	0x8
0x27dca0	0x8
0x27dca8	0x8
0x27dcb0	0x8
0x27dcb8	0x8
0x27dcc0	0x8
0x27dcc8	0xa8
0x27dd70	0x4c
0x27ddbc	0x74
0x27de30	0x140
0x27df70	0x80
0x27dff0	0x124
0x27e114	0x84
0x27e198	0x50
0x27e1e8	0x58
0x27e240	0x80
0x27e2c0	0x8
0x27e2c8	0x10
0x27e2d8	0x120
0x27e4d4	0x8
0x27e4dc	0x30
0x27e50c	0x60
0x27e56c	0x78
0x27e5e4	0x5c
0x27e640	0xf0
0x27e730	0xe4
0x27e814	0x20
0x27e834	0x54
0x27e888	0x30
0x27e8b8	0xf8
0x27e9b0	0x128
0x27ead8	0x1a8
0x27ec80	0x28
0x27eca8	0x20
0x27ecc8	0x1b0
0x27ee78	0x188
0x27f000	0x3c
0x27f03c	0x74
0x27f0b0	0x58
0x27f108	0x84
0x27f18c	0x64
0x27f1f0	0x64
0x27f254	0x9c
0x27f2f0	0xac
0x27f39c	0x54
0x27f3f0	0x90
0x27f480	0x25c
0x27f6dc	0x88
0x27f764	0xdc
0x27f840	0x54
0x27f894	0x74
0x27f908	0x90
0x27f998	0x2ac
0x27fc44	0xb0
0x27fcf4	0x44
0x27fd38	0x8
0x27fd40	0x1c
0x27fd5c	0x54
0x27fdb0	0x20
0x27fdd0	0x20
0x27fdf0	0x28
0x27fe18	0x28
0x27fe40	0x22c
0x28006c	0x108
0x280174	0xb8
0x28022c	0x100
0x28032c	0x78
0x2803a4	0x7c
0x28047c	0x20
0x28049c	0xc
0x2804a8	0x8
0x2804b0	0x68
0x280518	0x30
0x280548	0x50
0x280598	0xec
0x280684	0x130
0x2807b4	0xe0
0x280894	0x24
0x2808b8	0x24
0x2808dc	0x28
0x280904	0x2c
0x280930	0xa0
0x2809d0	0x24
0x2809f4	0x28
0x280a1c	0x28
0x280a44	0x28
0x280a6c	0x28
0x284aa0	0x14
0x284ab4	0x14
0x284ac8	0x14
0x286aac	0x68
0x288778	0x10
0x2887a0	0x10
0x28aa6c	0x2f0
0x28ad5c	0x2c8
0x28b040	0x4c
0x28b11c	0x44
0x28df60	0x2c
0x28dfa8	0x64
0x28e00c	0x24
0x28e048	0x8
0x28e1dc	0x20
0x28e218	0x38
0x28e250	0x60
0x28e2b0	0x2c
0x28e2f8	0x34
0x28e3f8	0x130
0x28f66c	0x24
0x28fb1c	0x28
0x2951a0	0x44
0x2951e4	0x124
0x295308	0x2a8
0x2955b0	0x58
0x295608	0x58
0x295660	0x2f8
0x295958	0x314
0x295c6c	0x44
0x295cb0	0x290
0x295f40	0xac
0x295fec	0x9c0
0x2969ac	0x190
0x296b3c	0x4dc
0x297018	0xb8
0x2970d0	0x1b0
0x297280	0x11c
0x29739c	0xbc
0x297510	0x264
0x297774	0x68
0x2977dc	0x268
0x297a44	0x16c
0x297bb0	0x188
0x297d38	0xbc
0x297df4	0x18c
0x297f80	0x90
0x298010	0x1c
0x29802c	0xc8
0x2980f4	0x64
0x298158	0xf0
0x298248	0x70
0x2982b8	0x210
0x2984c8	0x50
0x298518	0x98
0x2985b0	0x84
0x298634	0x48
0x29867c	0x50
0x2986cc	0x40
0x29870c	0x28
0x298734	0x48
0x29877c	0x50
0x2987cc	0x64
0x298830	0xa4
0x2988d4	0x2f4
0x298bc8	0x78
0x298c40	0xac
0x298cec	0x8
0x298cf4	0x40
0x298d34	0x34
0x298d68	0x21c
0x298f84	0x1034
0x299fb8	0x79c
0x29a754	0x10
0x29a764	0x190
0x29a8f4	0x24
0x29a918	0xd8
0x29a9f0	0xb8
0x29aaa8	0x188
0x29ac30	0x360
0x29af90	0x134
0x29b238	0x174
0x29b3ac	0x4b0
0x29b85c	0x590
0x29bdec	0x114
0x29bf00	0x174
0x29c074	0x44
0x29c0b8	0x74
0x29c12c	0x80c
0x29c938	0x83c
0x29d174	0xc8
0x29d23c	0xc4
0x29d300	0x21c
0x29d51c	0x240
0x29d75c	0x394
0x29daf0	0x484
0x29df74	0xd4
0x29e048	0xd8
0x29e120	0x5c4
0x29e6e4	0x6a0
0x29ed84	0x1d8
0x29ef5c	0x230
0x29f18c	0x84
0x29f210	0x84
0x29f294	0x3c
0x29f2d0	0x204
0x29f4d4	0x204
0x29f6d8	0x4c
0x29f724	0x198
0x29f8bc	0x3f8
0x29fcb4	0x21c
0x29fed0	0x130
0x2a0000	0x20
0x2a0020	0x298
0x2a02b8	0xc0
0x2a0378	0x60
0x2a03d8	0x20
0x2a03f8	0x18
0x2a0410	0xc
0x2a041c	0xc
0x2a0428	0x24
0x2a044c	0xf0
0x2a053c	0x108
0x2a0644	0x16c
0x2a07b0	0xe8
0x2a0898	0x94
0x2a092c	0x2a8
0x2a0bd4	0x3e0
0x2a0fb4	0x7c
0x2a1030	0xb8
0x2a10e8	0x18
0x2a1100	0x18
0x2a1118	0x18
0x2a1130	0x18
0x2a1148	0x18
0x2a1160	0x18
0x2a1178	0x18
0x2a1190	0x18
0x2a11a8	0x18
0x2a11c0	0x18
0x2a11d8	0x18
0x2a11f0	0x18
0x2a1208	0x18
0x2a1220	0x18
0x2a1238	0x18
0x2a1250	0x18
0x2a1268	0x18
0x2a1280	0x18
0x2a1298	0x18
0x2a12b0	0x18
0x2a12c8	0x18
0x2a12e0	0x18
0x2a12f8	0x18
0x2a1310	0x18
0x2a1328	0x18
0x2a1340	0x18
0x2a1358	0x18
0x2a1370	0x18
0x2a1388	0x18
0x2a13a0	0x18
0x2a13b8	0x18
0x2a13d0	0x18
0x2a13e8	0x18
0x2a1400	0x18
0x2a1418	0x18
0x2a1430	0x18
0x2a1448	0x18
0x2a1460	0x18
0x2a1478	0x18
0x2a1490	0x18
0x2a14a8	0x18
0x2a14c0	0x18
0x2a14d8	0x18
0x2a14f0	0x18
0x2a1508	0x18
0x2a1520	0x18
0x2a1538	0x18
0x2a1550	0x18
0x2a1568	0x18
0x2a1580	0x18
0x2a1598	0x18
0x2a15b0	0x18
0x2a15c8	0x18
0x2a15e0	0x18
0x2a15f8	0x18
0x2a1610	0x18
0x2a1628	0x18
0x2a1640	0x18
0x2a1658	0x18
0x2a1670	0x18
0x2a1688	0x18
0x2a16a0	0x18
0x2a16b8	0x18
0x2a16d0	0x18
0x2a16e8	0x18
0x2a1700	0x18
0x2a1718	0x18
0x2a1730	0x18
0x2a1748	0x18
0x2a1760	0x18
0x2a1778	0x18
0x2a1790	0x18
0x2a17a8	0x18
0x2a17c0	0x18
0x2a17d8	0x18
0x2a17f0	0x18
0x2a1808	0x18
0x2a1820	0x18
0x2a1838	0x18
0x2a1850	0x18
0x2a1868	0x18
0x2a1880	0x18
0x2a1898	0x18
0x2a18b0	0x18
0x2a18c8	0x18
0x2a18e0	0x18
0x2a18f8	0x18
0x2a1910	0x18
0x2a1928	0x18
0x2a1940	0x18
0x2a1958	0x18
0x2a1970	0x18
0x2a1988	0x18
0x2a19a0	0x18
0x2a19b8	0x18
0x2a19d0	0x18
0x2a19e8	0x18
0x2a1a00	0x18
0x2a1a18	0x18
0x2a1a30	0x18
0x2a1a48	0x18
0x2a1a60	0x18
0x2a1a78	0x18
0x2a1a90	0x18
0x2a1aa8	0x18
0x2a1ac0	0x18
0x2a1ad8	0x18
0x2a1af0	0x18
0x2a1b08	0x18
0x2a1b20	0x18
0x2a1b38	0x18
0x2a1b50	0x18
0x2a1b68	0x18
0x2a1b80	0x18
0x2a1b98	0x18
0x2a1bb0	0x18
0x2a1bc8	0x18
0x2a1be0	0x18
0x2a1bf8	0x18
0x2a1c10	0x18
0x2a1c28	0x18
0x2a1c40	0x18
0x2a1c58	0x18
0x2a1c70	0x18
0x2a1c88	0x18
0x2a1ca0	0x18
0x2a1cb8	0x18
0x2a1cd0	0x18
0x2a1ce8	0x18
0x2a1d00	0x18
0x2a1d18	0x18
0x2a1d30	0x18
0x2a1d48	0x18
0x2a1d60	0x18
0x2a1d78	0x18
0x2a1d90	0x18
0x2a1da8	0x18
0x2a1dc0	0x18
0x2a1dd8	0x18
0x2a1df0	0x18
0x2a1e08	0x18
0x2a1e20	0x18
0x2a1e38	0x18
0x2a1e50	0x18
0x2a1e68	0x18
0x2a1e80	0x18
0x2a1e98	0x18
0x2a1eb0	0x18
0x2a1ec8	0x18
0x2a1ee0	0x18
0x2a1ef8	0x18
0x2a1f10	0x18
0x2a1f28	0x18
0x2a1f40	0x18
0x2a1f58	0x18
0x2a1f70	0x18
0x2a1f88	0x18
0x2a1fa0	0x18
0x2a1fb8	0x18
0x2a1fd0	0x18
0x2a1fe8	0x18
0x2a2000	0x18
0x2a2018	0x18
0x2a2030	0x18
0x2a2048	0x18
0x2a2060	0x18
0x2a2078	0x18
0x2a2090	0x18
0x2a20a8	0x18
0x2a20c0	0x18
0x2a20d8	0x18
0x2a20f0	0x18
0x2a2108	0x18
0x2a2120	0x18
0x2a2138	0x18
0x2a2150	0x18
0x2a2168	0x18
0x2a2180	0x18
0x2a2198	0x18
0x2a21b0	0x18
0x2a21c8	0x18
0x2a21e0	0x18
0x2a21f8	0x18
0x2a2210	0x18
0x2a2228	0x18
0x2a2240	0x18
0x2a2258	0x18
0x2a2270	0x18
0x2a2288	0x18
0x2a22a0	0x18
0x2a22b8	0x18
0x2a22d0	0x18
0x2a22e8	0x18
0x2a2300	0x18
0x2a2318	0x18
0x2a2330	0x18
0x2a2348	0x18
0x2a2360	0x18
0x2a2378	0x18
0x2a2390	0x18
0x2a23a8	0x18
0x2a23c0	0x18
0x2a23d8	0x18
0x2a23f0	0x18
0x2a2408	0x18
0x2a2420	0x18
0x2a2438	0x18
0x2a2450	0x18
0x2a2468	0x18
0x2a2480	0x18
0x2a2498	0x18
0x2a24b0	0x18
0x2a24c8	0x18
0x2a24e0	0x18
0x2a24f8	0x18
0x2a2510	0x18
0x2a2528	0x18
0x2a2540	0x18
0x2a2558	0x18
0x2a2570	0x18
0x2a2588	0x18
0x2a25a0	0x18
0x2a25b8	0x18
0x2a25d0	0x18
0x2a25e8	0x18
0x2a2600	0x18
0x2a2618	0x18
0x2a2630	0x18
0x2a2648	0x18
0x2a2660	0x18
0x2a2678	0x18
0x2a2690	0x18
0x2a26a8	0x18
0x2a26c0	0x18
0x2a26d8	0x18
0x2a26f0	0x18
0x2a2708	0x18
0x2a2720	0x18
0x2a2738	0x18
0x2a2750	0x18
0x2a2768	0x18
0x2a2780	0x18
0x2a2798	0x18
0x2a27b0	0x18
0x2a27c8	0x18
0x2a27e0	0x18
0x2a27f8	0x18
0x2a2810	0x18
0x2a2828	0x18
0x2a2840	0x18
0x2a2858	0x18
0x2a2870	0x18
0x2a2888	0x18
0x2a28a0	0x18
0x2a28b8	0x18
0x2a28d0	0x18
0x2a28e8	0x18
0x2a2900	0x18
0x2a2918	0x18
0x2a2930	0x18
0x2a2948	0x18
0x2a2960	0x18
0x2a2978	0x18
0x2a2990	0x18
0x2a29a8	0x18
0x2a29c0	0x18
0x2a29d8	0x18
0x2a29f0	0x18
0x2a2a08	0x18
0x2a2a20	0x18
0x2a2a38	0x18
0x2a2a50	0x18
0x2a2a68	0x18
0x2a2a80	0x18
0x2a2a98	0x18
0x2a2ab0	0x18
0x2a2ac8	0x18
0x2a2ae0	0x18
0x2a2af8	0x18
0x2a2b10	0x18
0x2a2b28	0x18
0x2a2b40	0x18
0x2a2b58	0x18
0x2a2b70	0x18
0x2a2b88	0x18
0x2a2ba0	0x18
0x2a2bb8	0x18
0x2a2bd0	0x18
0x2a2be8	0x18
0x2a2c00	0x18
0x2a2c18	0x18
0x2a2c30	0x18
0x2a2c48	0x18
0x2a2c60	0x18
0x2a2c78	0x18
0x2a2c90	0x18
0x2a2ca8	0x18
0x2a2cc0	0x18
0x2a2cd8	0x18
0x2a2cf0	0x18
0x2a2d08	0x18
0x2a2d20	0x18
0x2a2d38	0x18
0x2a2d50	0x18
0x2a2d68	0x18
0x2a2d80	0x18
0x2a2d98	0x18
0x2a2db0	0x18
0x2a2dc8	0x18
0x2a2de0	0x18
0x2a2df8	0x18
0x2a2e10	0x18
0x2a2e28	0x18
0x2a2e40	0x18
0x2a2e58	0x18
0x2a2e70	0x18
0x2a2e88	0x18
0x2a2ea0	0x18
0x2a2eb8	0x18
0x2a2ed0	0x18
0x2a2ee8	0x18
0x2a2f00	0x18
0x2a2f18	0x18
0x2a2f30	0x18
0x2a2f48	0x18
0x2a2f60	0x18
0x2a2f78	0x18
0x2a2f90	0x18
0x2a2fa8	0x18
0x2a2fc0	0x18
0x2a2fd8	0x18
0x2a2ff0	0x18
0x2a3008	0x18
0x2a3020	0x18
0x2a3038	0x18
0x2a3050	0x18
0x2a3068	0x18
0x2a3080	0x18
0x2a3098	0x18
0x2a30b0	0x18
0x2a30c8	0x18
0x2a30e0	0x18
0x2a30f8	0x18
0x2a3110	0x18
0x2a3128	0x18
0x2a3140	0x18
0x2a3158	0x18
0x2a3170	0x18
0x2a3188	0x18
0x2a31a0	0x18
0x2a31b8	0x18
0x2a31d0	0x18
0x2a31e8	0x18
0x2a3200	0x18
0x2a3218	0x18
0x2a3230	0x18
0x2a3248	0x18
0x2a3260	0x18
0x2a3278	0x18
0x2a3290	0x18
0x2a32a8	0x18
0x2a32c0	0x18
0x2a32d8	0x38
0x2a3310	0x14
